Data	Set	Name:	Wavelength	Pair	2
Analyst:	

Created:	13:03:35	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:549.0nm	EM:563.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	401.818
	2.0000	401.818
	4.0000	401.818
	6.0000	401.564
	8.0000	401.310
	10.0000	401.056
	12.0000	401.036
	14.0000	401.017
	16.0000	400.997
	18.0000	400.985
	20.0000	400.973
	22.0000	400.961
	24.0000	400.557
	26.0000	400.154
	28.0000	399.750
	30.0000	399.845
	32.0000	399.941
	34.0000	400.036
	36.0000	400.195
	38.0000	400.355
	40.0000	400.514
	42.0000	400.259
	44.0000	400.005
	46.0000	399.750
	48.0000	399.927
	50.0000	400.104
	52.0000	400.281
	54.0000	400.158
	56.0000	400.036
	58.0000	399.913
	60.0000	399.824
	62.0000	399.734
	64.0000	399.645
	66.0000	399.510
	68.0000	399.375
	70.0000	399.240
	72.0000	399.476
	74.0000	399.711
	76.0000	399.947
	78.0000	399.926
	80.0000	399.904
	82.0000	399.883
	84.0000	399.835
	86.0000	399.786
	88.0000	399.738
	90.0000	399.692
	92.0000	399.647
	94.0000	399.601
	96.0000	399.430
	98.0000	399.258
	100.0000	399.087
	102.0000	399.320
	104.0000	399.554
	106.0000	399.787
	108.0000	399.721
	110.0000	399.655
	112.0000	399.589
	114.0000	399.363
	116.0000	399.136
	118.0000	398.910
	120.0000	398.958
	122.0000	399.005
	124.0000	399.053
	126.0000	399.068
	128.0000	399.084
	130.0000	399.099
	132.0000	399.028
	134.0000	398.958
	136.0000	398.887
	138.0000	398.925
	140.0000	398.962
	142.0000	399.000
	144.0000	398.867
	146.0000	398.733
	148.0000	398.600
	150.0000	398.766
	152.0000	398.931
	154.0000	399.097
	156.0000	398.976
	158.0000	398.854
	160.0000	398.733
	162.0000	398.485
	164.0000	398.236
	166.0000	397.988
	168.0000	398.265
	170.0000	398.542
	172.0000	398.819
	174.0000	398.585
	176.0000	398.351
	178.0000	398.117
	180.0000	398.189
	182.0000	398.260
	184.0000	398.332
	186.0000	398.417
	188.0000	398.501
	190.0000	398.586
	192.0000	398.470
	194.0000	398.353
	196.0000	398.237
	198.0000	398.419
	200.0000	398.600
	202.0000	398.782
	204.0000	398.652
	206.0000	398.523
	208.0000	398.393
	210.0000	398.164
	212.0000	397.934
	214.0000	397.705
	216.0000	397.647
	218.0000	397.589
	220.0000	397.531
	222.0000	397.642
	224.0000	397.753
	226.0000	397.864
	228.0000	397.762
	230.0000	397.659
	232.0000	397.557
	234.0000	397.590
	236.0000	397.622
	238.0000	397.655
	240.0000	397.482
	242.0000	397.309
	244.0000	397.136
	246.0000	397.337
	248.0000	397.539
	250.0000	397.740
	252.0000	397.473
	254.0000	397.207
	256.0000	396.940
	258.0000	396.960
	260.0000	396.981
	262.0000	397.001
	264.0000	396.989
	266.0000	396.977
	268.0000	396.965
	270.0000	396.683
	272.0000	396.401
	274.0000	396.119
	276.0000	396.431
	278.0000	396.742
	280.0000	397.054
	282.0000	396.880
	284.0000	396.705
	286.0000	396.531
	288.0000	396.835
	290.0000	397.139
	292.0000	397.443
	294.0000	397.291
	296.0000	397.139
	298.0000	396.987
	300.0000	397.030
	302.0000	397.074
	304.0000	397.117
	306.0000	396.939
	308.0000	396.760
	310.0000	396.582
	312.0000	396.538
	314.0000	396.494
	316.0000	396.450
	318.0000	396.679
	320.0000	396.909
	322.0000	397.138
	324.0000	396.985
	326.0000	396.831
	328.0000	396.678
	330.0000	396.499
	332.0000	396.321
	334.0000	396.142
	336.0000	396.370
	338.0000	396.598
	340.0000	396.826
	342.0000	396.766
	344.0000	396.707
	346.0000	396.647
	348.0000	396.627
	350.0000	396.608
	352.0000	396.588
	354.0000	396.303
	356.0000	396.018
	358.0000	395.733
	360.0000	396.218
	362.0000	396.703
	364.0000	397.188
	366.0000	397.115
	368.0000	397.042
	370.0000	396.969
