Data	Set	Name:	Wavelength	Pair	1
Analyst:	

Created:	14:05:38	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:495.0nm	EM:520.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	389.490
	2.0000	389.490
	4.0000	389.490
	6.0000	389.096
	8.0000	388.701
	10.0000	388.307
	12.0000	388.035
	14.0000	387.763
	16.0000	387.491
	18.0000	387.449
	20.0000	387.408
	22.0000	387.366
	24.0000	387.454
	26.0000	387.542
	28.0000	387.630
	30.0000	387.383
	32.0000	387.135
	34.0000	386.888
	36.0000	386.732
	38.0000	386.577
	40.0000	386.421
	42.0000	386.484
	44.0000	386.547
	46.0000	386.610
	48.0000	386.750
	50.0000	386.889
	52.0000	387.029
	54.0000	386.904
	56.0000	386.780
	58.0000	386.655
	60.0000	386.591
	62.0000	386.527
	64.0000	386.463
	66.0000	386.395
	68.0000	386.328
	70.0000	386.260
	72.0000	386.270
	74.0000	386.279
	76.0000	386.289
	78.0000	386.125
	80.0000	385.962
	82.0000	385.798
	84.0000	385.841
	86.0000	385.883
	88.0000	385.926
	90.0000	385.890
	92.0000	385.853
	94.0000	385.817
	96.0000	385.893
	98.0000	385.970
	100.0000	386.046
	102.0000	385.958
	104.0000	385.871
	106.0000	385.783
	108.0000	385.572
	110.0000	385.362
	112.0000	385.151
	114.0000	385.040
	116.0000	384.928
	118.0000	384.817
	120.0000	384.763
	122.0000	384.709
	124.0000	384.655
	126.0000	384.948
	128.0000	385.240
	130.0000	385.533
	132.0000	385.454
	134.0000	385.374
	136.0000	385.295
	138.0000	385.174
	140.0000	385.053
	142.0000	384.932
	144.0000	384.993
	146.0000	385.054
	148.0000	385.115
	150.0000	384.843
	152.0000	384.571
	154.0000	384.299
	156.0000	384.495
	158.0000	384.690
	160.0000	384.886
	162.0000	384.700
	164.0000	384.513
	166.0000	384.327
	168.0000	384.484
	170.0000	384.641
	172.0000	384.798
	174.0000	384.583
	176.0000	384.368
	178.0000	384.153
	180.0000	384.209
	182.0000	384.265
	184.0000	384.321
	186.0000	384.217
	188.0000	384.112
	190.0000	384.008
	192.0000	383.987
	194.0000	383.967
	196.0000	383.946
	198.0000	383.649
	200.0000	383.353
	202.0000	383.056
	204.0000	383.270
	206.0000	383.484
	208.0000	383.698
	210.0000	383.515
	212.0000	383.331
	214.0000	383.148
	216.0000	383.125
	218.0000	383.103
	220.0000	383.080
	222.0000	383.191
	224.0000	383.301
	226.0000	383.412
	228.0000	383.136
	230.0000	382.861
	232.0000	382.585
	234.0000	382.557
	236.0000	382.529
	238.0000	382.501
	240.0000	382.511
	242.0000	382.521
	244.0000	382.531
	246.0000	382.248
	248.0000	381.965
	250.0000	381.682
	252.0000	381.938
	254.0000	382.195
	256.0000	382.451
	258.0000	382.528
	260.0000	382.605
	262.0000	382.682
	264.0000	382.602
	266.0000	382.521
	268.0000	382.441
	270.0000	382.215
	272.0000	381.989
	274.0000	381.763
	276.0000	381.835
	278.0000	381.907
	280.0000	381.979
	282.0000	381.697
	284.0000	381.414
	286.0000	381.132
	288.0000	381.350
	290.0000	381.569
	292.0000	381.787
	294.0000	381.904
	296.0000	382.020
	298.0000	382.137
	300.0000	382.048
	302.0000	381.960
	304.0000	381.871
	306.0000	381.507
	308.0000	381.143
	310.0000	380.779
	312.0000	381.162
	314.0000	381.546
	316.0000	381.929
	318.0000	381.652
	320.0000	381.374
	322.0000	381.097
	324.0000	381.011
	326.0000	380.924
	328.0000	380.838
	330.0000	380.869
	332.0000	380.899
	334.0000	380.930
	336.0000	380.828
	338.0000	380.725
	340.0000	380.623
	342.0000	380.738
	344.0000	380.852
	346.0000	380.967
	348.0000	380.698
	350.0000	380.429
	352.0000	380.160
	354.0000	380.295
	356.0000	380.429
	358.0000	380.564
	360.0000	380.263
	362.0000	379.962
	364.0000	379.661
	366.0000	379.725
	368.0000	379.789
	370.0000	379.853
