Data	Set	Name:	Wavelength	Pair	3
Analyst:	

Created:	13:03:35	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:648.0nm	EM:668.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	123.617
	2.0000	123.617
	4.0000	123.617
	6.0000	123.742
	8.0000	123.867
	10.0000	123.992
	12.0000	123.869
	14.0000	123.745
	16.0000	123.622
	18.0000	123.484
	20.0000	123.347
	22.0000	123.209
	24.0000	123.011
	26.0000	122.813
	28.0000	122.615
	30.0000	122.802
	32.0000	122.989
	34.0000	123.176
	36.0000	122.940
	38.0000	122.705
	40.0000	122.469
	42.0000	122.722
	44.0000	122.975
	46.0000	123.228
	48.0000	122.970
	50.0000	122.711
	52.0000	122.453
	54.0000	122.490
	56.0000	122.528
	58.0000	122.565
	60.0000	122.718
	62.0000	122.870
	64.0000	123.023
	66.0000	122.717
	68.0000	122.412
	70.0000	122.106
	72.0000	122.077
	74.0000	122.049
	76.0000	122.020
	78.0000	122.037
	80.0000	122.054
	82.0000	122.071
	84.0000	122.222
	86.0000	122.374
	88.0000	122.525
	90.0000	122.455
	92.0000	122.386
	94.0000	122.316
	96.0000	122.018
	98.0000	121.721
	100.0000	121.423
	102.0000	121.566
	104.0000	121.709
	106.0000	121.852
	108.0000	121.866
	110.0000	121.880
	112.0000	121.894
	114.0000	121.805
	116.0000	121.717
	118.0000	121.628
	120.0000	121.432
	122.0000	121.235
	124.0000	121.039
	126.0000	121.202
	128.0000	121.365
	130.0000	121.528
	132.0000	121.314
	134.0000	121.101
	136.0000	120.887
	138.0000	120.879
	140.0000	120.871
	142.0000	120.863
	144.0000	121.074
	146.0000	121.286
	148.0000	121.497
	150.0000	121.386
	152.0000	121.276
	154.0000	121.165
	156.0000	121.098
	158.0000	121.032
	160.0000	120.965
	162.0000	120.783
	164.0000	120.602
	166.0000	120.420
	168.0000	120.593
	170.0000	120.765
	172.0000	120.938
	174.0000	120.930
	176.0000	120.922
	178.0000	120.914
	180.0000	120.917
	182.0000	120.919
	184.0000	120.922
	186.0000	120.754
	188.0000	120.585
	190.0000	120.417
	192.0000	120.569
	194.0000	120.721
	196.0000	120.873
	198.0000	120.551
	200.0000	120.230
	202.0000	119.908
	204.0000	119.819
	206.0000	119.729
	208.0000	119.640
	210.0000	119.611
	212.0000	119.581
	214.0000	119.552
	216.0000	119.632
	218.0000	119.711
	220.0000	119.791
	222.0000	119.645
	224.0000	119.500
	226.0000	119.354
	228.0000	119.499
	230.0000	119.644
	232.0000	119.789
	234.0000	119.726
	236.0000	119.663
	238.0000	119.600
	240.0000	119.281
	242.0000	118.963
	244.0000	118.644
	246.0000	118.930
	248.0000	119.215
	250.0000	119.501
	252.0000	119.398
	254.0000	119.296
	256.0000	119.193
	258.0000	119.269
	260.0000	119.346
	262.0000	119.422
	264.0000	119.307
	266.0000	119.192
	268.0000	119.077
	270.0000	119.163
	272.0000	119.248
	274.0000	119.334
	276.0000	119.323
	278.0000	119.312
	280.0000	119.301
	282.0000	119.389
	284.0000	119.476
	286.0000	119.564
	288.0000	119.348
	290.0000	119.131
	292.0000	118.915
	294.0000	118.814
	296.0000	118.712
	298.0000	118.611
	300.0000	118.448
	302.0000	118.286
	304.0000	118.123
	306.0000	118.318
	308.0000	118.514
	310.0000	118.709
	312.0000	118.765
	314.0000	118.821
	316.0000	118.877
	318.0000	118.524
	320.0000	118.170
	322.0000	117.817
	324.0000	117.960
	326.0000	118.102
	328.0000	118.245
	330.0000	118.358
	332.0000	118.471
	334.0000	118.584
	336.0000	118.398
	338.0000	118.212
	340.0000	118.026
	342.0000	117.926
	344.0000	117.825
	346.0000	117.725
	348.0000	117.749
	350.0000	117.774
	352.0000	117.798
	354.0000	117.795
	356.0000	117.791
	358.0000	117.788
	360.0000	117.538
	362.0000	117.288
	364.0000	117.038
	366.0000	117.200
	368.0000	117.361
	370.0000	117.523
