Data	Set	Name:	Wavelength	Pair	3
Analyst:	

Created:	12:42:54	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:648.0nm	EM:668.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	136.673
	2.0000	136.673
	4.0000	136.673
	6.0000	136.369
	8.0000	136.064
	10.0000	135.760
	12.0000	135.767
	14.0000	135.774
	16.0000	135.781
	18.0000	135.786
	20.0000	135.791
	22.0000	135.796
	24.0000	135.663
	26.0000	135.531
	28.0000	135.398
	30.0000	135.672
	32.0000	135.946
	34.0000	136.220
	36.0000	135.913
	38.0000	135.607
	40.0000	135.300
	42.0000	135.426
	44.0000	135.552
	46.0000	135.678
	48.0000	135.365
	50.0000	135.052
	52.0000	134.739
	54.0000	135.062
	56.0000	135.385
	58.0000	135.708
	60.0000	135.394
	62.0000	135.079
	64.0000	134.765
	66.0000	135.021
	68.0000	135.278
	70.0000	135.534
	72.0000	135.167
	74.0000	134.800
	76.0000	134.433
	78.0000	134.645
	80.0000	134.856
	82.0000	135.068
	84.0000	135.211
	86.0000	135.353
	88.0000	135.496
	90.0000	135.091
	92.0000	134.685
	94.0000	134.280
	96.0000	134.259
	98.0000	134.238
	100.0000	134.217
	102.0000	134.199
	104.0000	134.182
	106.0000	134.164
	108.0000	134.223
	110.0000	134.281
	112.0000	134.340
	114.0000	134.275
	116.0000	134.211
	118.0000	134.146
	120.0000	134.019
	122.0000	133.891
	124.0000	133.764
	126.0000	133.720
	128.0000	133.676
	130.0000	133.632
	132.0000	133.581
	134.0000	133.530
	136.0000	133.479
	138.0000	133.448
	140.0000	133.416
	142.0000	133.385
	144.0000	133.290
	146.0000	133.195
	148.0000	133.100
	150.0000	133.145
	152.0000	133.191
	154.0000	133.236
	156.0000	133.246
	158.0000	133.257
	160.0000	133.267
	162.0000	133.304
	164.0000	133.342
	166.0000	133.379
	168.0000	133.095
	170.0000	132.812
	172.0000	132.528
	174.0000	132.682
	176.0000	132.836
	178.0000	132.990
	180.0000	132.901
	182.0000	132.811
	184.0000	132.722
	186.0000	132.690
	188.0000	132.658
	190.0000	132.626
	192.0000	132.560
	194.0000	132.493
	196.0000	132.427
	198.0000	132.707
	200.0000	132.987
	202.0000	133.267
	204.0000	132.930
	206.0000	132.593
	208.0000	132.256
	210.0000	132.025
	212.0000	131.795
	214.0000	131.564
	216.0000	131.826
	218.0000	132.087
	220.0000	132.349
	222.0000	132.170
	224.0000	131.990
	226.0000	131.811
	228.0000	131.881
	230.0000	131.952
	232.0000	132.022
	234.0000	131.925
	236.0000	131.828
	238.0000	131.731
	240.0000	131.520
	242.0000	131.309
	244.0000	131.098
	246.0000	130.972
	248.0000	130.846
	250.0000	130.720
	252.0000	130.905
	254.0000	131.089
	256.0000	131.274
	258.0000	131.362
	260.0000	131.451
	262.0000	131.539
	264.0000	131.484
	266.0000	131.430
	268.0000	131.375
	270.0000	131.160
	272.0000	130.944
	274.0000	130.729
	276.0000	130.649
	278.0000	130.568
	280.0000	130.488
	282.0000	130.628
	284.0000	130.767
	286.0000	130.907
	288.0000	130.776
	290.0000	130.646
	292.0000	130.515
	294.0000	130.324
	296.0000	130.134
	298.0000	129.943
	300.0000	129.803
	302.0000	129.663
	304.0000	129.523
	306.0000	129.815
	308.0000	130.106
	310.0000	130.398
	312.0000	130.316
	314.0000	130.233
	316.0000	130.151
	318.0000	129.969
	320.0000	129.787
	322.0000	129.605
	324.0000	129.742
	326.0000	129.879
	328.0000	130.016
	330.0000	129.763
	332.0000	129.510
	334.0000	129.257
	336.0000	129.439
	338.0000	129.621
	340.0000	129.803
	342.0000	129.706
	344.0000	129.608
	346.0000	129.511
	348.0000	129.308
	350.0000	129.105
	352.0000	128.902
	354.0000	128.955
	356.0000	129.009
	358.0000	129.062
	360.0000	129.186
	362.0000	129.311
	364.0000	129.435
	366.0000	129.221
	368.0000	129.006
	370.0000	128.792
