Data	Set	Name:	Wavelength	Pair	1
Analyst:	

Created:	15:28:21	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:495.0nm	EM:520.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	349.658
	2.0000	349.658
	4.0000	349.658
	6.0000	349.841
	8.0000	350.024
	10.0000	350.207
	12.0000	350.305
	14.0000	350.402
	16.0000	350.500
	18.0000	350.257
	20.0000	350.014
	22.0000	349.771
	24.0000	349.809
	26.0000	349.847
	28.0000	349.885
	30.0000	349.510
	32.0000	349.134
	34.0000	348.759
	36.0000	348.998
	38.0000	349.236
	40.0000	349.475
	42.0000	349.263
	44.0000	349.050
	46.0000	348.838
	48.0000	348.872
	50.0000	348.906
	52.0000	348.940
	54.0000	349.018
	56.0000	349.096
	58.0000	349.174
	60.0000	348.999
	62.0000	348.823
	64.0000	348.648
	66.0000	348.631
	68.0000	348.614
	70.0000	348.597
	72.0000	348.507
	74.0000	348.418
	76.0000	348.328
	78.0000	348.456
	80.0000	348.585
	82.0000	348.713
	84.0000	348.560
	86.0000	348.406
	88.0000	348.253
	90.0000	348.147
	92.0000	348.041
	94.0000	347.935
	96.0000	348.113
	98.0000	348.290
	100.0000	348.468
	102.0000	348.157
	104.0000	347.846
	106.0000	347.535
	108.0000	347.682
	110.0000	347.829
	112.0000	347.976
	114.0000	348.062
	116.0000	348.147
	118.0000	348.233
	120.0000	348.166
	122.0000	348.098
	124.0000	348.031
	126.0000	347.871
	128.0000	347.712
	130.0000	347.552
	132.0000	347.560
	134.0000	347.568
	136.0000	347.576
	138.0000	347.458
	140.0000	347.339
	142.0000	347.221
	144.0000	347.342
	146.0000	347.463
	148.0000	347.584
	150.0000	347.405
	152.0000	347.225
	154.0000	347.046
	156.0000	346.915
	158.0000	346.784
	160.0000	346.653
	162.0000	346.694
	164.0000	346.734
	166.0000	346.775
	168.0000	346.668
	170.0000	346.562
	172.0000	346.455
	174.0000	346.437
	176.0000	346.419
	178.0000	346.401
	180.0000	346.719
	182.0000	347.038
	184.0000	347.356
	186.0000	346.954
	188.0000	346.551
	190.0000	346.149
	192.0000	346.185
	194.0000	346.221
	196.0000	346.257
	198.0000	346.259
	200.0000	346.261
	202.0000	346.263
	204.0000	346.303
	206.0000	346.343
	208.0000	346.383
	210.0000	346.400
	212.0000	346.417
	214.0000	346.434
	216.0000	346.324
	218.0000	346.213
	220.0000	346.103
	222.0000	345.956
	224.0000	345.809
	226.0000	345.662
	228.0000	345.794
	230.0000	345.925
	232.0000	346.057
	234.0000	345.983
	236.0000	345.909
	238.0000	345.835
	240.0000	345.724
	242.0000	345.614
	244.0000	345.503
	246.0000	345.608
	248.0000	345.712
	250.0000	345.817
	252.0000	345.863
	254.0000	345.908
	256.0000	345.954
	258.0000	345.649
	260.0000	345.344
	262.0000	345.039
	264.0000	345.125
	266.0000	345.210
	268.0000	345.296
	270.0000	345.321
	272.0000	345.347
	274.0000	345.372
	276.0000	345.313
	278.0000	345.255
	280.0000	345.196
	282.0000	345.314
	284.0000	345.432
	286.0000	345.550
	288.0000	345.322
	290.0000	345.093
	292.0000	344.865
	294.0000	344.752
	296.0000	344.639
	298.0000	344.526
	300.0000	344.686
	302.0000	344.846
	304.0000	345.006
	306.0000	344.834
	308.0000	344.662
	310.0000	344.490
	312.0000	344.401
	314.0000	344.312
	316.0000	344.223
	318.0000	344.096
	320.0000	343.969
	322.0000	343.842
	324.0000	344.010
	326.0000	344.178
	328.0000	344.346
	330.0000	344.271
	332.0000	344.197
	334.0000	344.122
	336.0000	344.118
	338.0000	344.113
	340.0000	344.109
	342.0000	344.100
	344.0000	344.092
	346.0000	344.083
	348.0000	344.161
	350.0000	344.240
	352.0000	344.318
	354.0000	344.170
	356.0000	344.023
	358.0000	343.875
	360.0000	343.950
	362.0000	344.026
	364.0000	344.101
	366.0000	343.913
	368.0000	343.724
	370.0000	343.536
