Data	Set	Name:	Wavelength	Pair	1
Analyst:	

Created:	12:53:17	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:330.0nm	EM:520.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	1.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	448.353
	1.0000	13.333
	2.0000	13.256
	3.0000	13.302
	4.0000	13.232
	5.0000	13.348
	6.0000	13.232
	7.0000	13.242
	8.0000	13.356
	9.0000	13.274
	10.0000	13.264
	11.0000	13.309
	12.0000	13.276
	13.0000	13.204
	14.0000	13.294
	15.0000	13.267
	16.0000	13.278
	17.0000	13.239
	18.0000	13.290
	19.0000	13.210
	20.0000	13.278
	21.0000	13.293
	22.0000	13.347
	23.0000	13.278
	24.0000	13.300
	25.0000	13.360
	26.0000	13.265
	27.0000	13.291
	28.0000	13.326
	29.0000	13.292
	30.0000	13.240
	31.0000	13.265
	32.0000	13.244
	33.0000	13.306
	34.0000	13.296
	35.0000	13.274
	36.0000	13.261
	37.0000	13.325
	38.0000	13.232
	39.0000	13.289
	40.0000	13.266
	41.0000	13.183
	42.0000	13.257
	43.0000	13.258
	44.0000	13.216
	45.0000	13.318
	46.0000	13.268
	47.0000	13.173
	48.0000	13.284
	49.0000	13.283
	50.0000	13.281
	51.0000	13.265
	52.0000	13.282
	53.0000	13.249
	54.0000	13.184
	55.0000	13.257
	56.0000	13.226
	57.0000	13.304
	58.0000	13.267
	59.0000	13.261
	60.0000	13.222
	61.0000	13.221
	62.0000	13.235
	63.0000	13.248
	64.0000	13.222
	65.0000	13.213
	66.0000	13.288
	67.0000	13.195
	68.0000	13.146
	69.0000	13.264
	70.0000	13.199
	71.0000	13.256
	72.0000	13.222
	73.0000	13.195
	74.0000	13.222
	75.0000	13.239
	76.0000	13.267
	77.0000	13.226
	78.0000	13.164
	79.0000	13.275
	80.0000	13.160
	81.0000	13.112
	82.0000	13.186
	83.0000	13.220
	84.0000	13.181
	85.0000	13.233
	86.0000	13.237
	87.0000	13.264
	88.0000	13.175
	89.0000	13.264
	90.0000	13.154
	91.0000	13.230
	92.0000	13.225
	93.0000	13.219
	94.0000	13.166
	95.0000	13.208
	96.0000	13.257
	97.0000	13.280
	98.0000	13.244
	99.0000	13.279
	100.0000	13.175
	101.0000	13.218
	102.0000	13.236
	103.0000	13.288
	104.0000	13.207
	105.0000	13.207
	106.0000	13.155
	107.0000	13.225
	108.0000	13.268
	109.0000	13.216
	110.0000	13.292
	111.0000	13.154
	112.0000	13.274
	113.0000	13.167
	114.0000	13.191
	115.0000	13.219
	116.0000	13.118
	117.0000	13.154
	118.0000	13.142
	119.0000	13.134
	120.0000	13.134
	121.0000	13.255
	122.0000	13.231
	123.0000	13.180
	124.0000	13.207
	125.0000	13.285
	126.0000	13.229
	127.0000	13.104
	128.0000	13.148
	129.0000	13.184
	130.0000	13.128
	131.0000	13.144
	132.0000	13.122
	133.0000	13.146
	134.0000	13.146
	135.0000	13.174
	136.0000	13.162
	137.0000	13.147
	138.0000	13.162
	139.0000	13.162
	140.0000	13.203
	141.0000	13.204
	142.0000	13.187
	143.0000	13.138
	144.0000	13.208
	145.0000	13.101
	146.0000	13.136
	147.0000	13.183
	148.0000	13.188
	149.0000	13.016
	150.0000	13.164
	151.0000	13.125
	152.0000	13.099
	153.0000	13.211
	154.0000	13.185
	155.0000	13.153
	156.0000	13.186
	157.0000	13.161
	158.0000	13.141
	159.0000	13.157
	160.0000	13.121
	161.0000	13.141
	162.0000	13.210
	163.0000	13.124
	164.0000	13.216
	165.0000	13.172
	166.0000	13.125
	167.0000	13.220
	168.0000	13.158
	169.0000	13.226
	170.0000	13.218
	171.0000	13.238
	172.0000	13.116
	173.0000	13.121
	174.0000	13.132
	175.0000	13.075
	176.0000	13.119
	177.0000	13.139
	178.0000	13.140
	179.0000	13.187
	180.0000	13.239
	181.0000	13.154
	182.0000	13.105
	183.0000	13.130
	184.0000	13.129
	185.0000	13.149
