Data	Set	Name:	Wavelength	Pair	1
Analyst:	

Created:	12:11:56	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:330.0nm	EM:520.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	1.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	15.007
	1.0000	14.946
	2.0000	14.992
	3.0000	14.956
	4.0000	14.901
	5.0000	14.953
	6.0000	15.029
	7.0000	14.991
	8.0000	14.935
	9.0000	14.988
	10.0000	14.906
	11.0000	14.959
	12.0000	14.906
	13.0000	14.951
	14.0000	14.976
	15.0000	14.937
	16.0000	14.936
	17.0000	14.957
	18.0000	14.981
	19.0000	14.926
	20.0000	14.862
	21.0000	15.027
	22.0000	15.025
	23.0000	14.952
	24.0000	14.964
	25.0000	14.861
	26.0000	14.923
	27.0000	14.982
	28.0000	14.998
	29.0000	15.005
	30.0000	14.949
	31.0000	14.912
	32.0000	14.887
	33.0000	15.002
	34.0000	14.960
	35.0000	14.971
	36.0000	14.968
	37.0000	14.948
	38.0000	14.908
	39.0000	14.999
	40.0000	14.948
	41.0000	14.992
	42.0000	15.014
	43.0000	15.039
	44.0000	14.890
	45.0000	14.995
	46.0000	14.926
	47.0000	14.907
	48.0000	14.960
	49.0000	14.959
	50.0000	14.988
	51.0000	14.951
	52.0000	14.922
	53.0000	14.840
	54.0000	14.830
	55.0000	14.992
	56.0000	14.842
	57.0000	14.790
	58.0000	14.888
	59.0000	14.927
	60.0000	14.850
	61.0000	14.896
	62.0000	14.899
	63.0000	14.884
	64.0000	14.909
	65.0000	14.944
	66.0000	14.825
	67.0000	14.888
	68.0000	14.953
	69.0000	14.846
	70.0000	14.863
	71.0000	14.845
	72.0000	14.893
	73.0000	14.888
	74.0000	14.924
	75.0000	14.903
	76.0000	14.731
	77.0000	14.859
	78.0000	14.844
	79.0000	14.811
	80.0000	14.824
	81.0000	14.907
	82.0000	14.867
	83.0000	14.904
	84.0000	14.881
	85.0000	14.834
	86.0000	14.974
	87.0000	14.838
	88.0000	14.813
	89.0000	14.866
	90.0000	14.823
	91.0000	14.783
	92.0000	14.852
	93.0000	14.850
	94.0000	14.892
	95.0000	14.900
	96.0000	14.729
	97.0000	14.812
	98.0000	14.902
	99.0000	14.896
	100.0000	14.799
	101.0000	14.831
	102.0000	14.857
	103.0000	14.822
	104.0000	14.908
	105.0000	14.852
	106.0000	14.814
	107.0000	14.801
	108.0000	14.749
	109.0000	14.828
	110.0000	14.808
	111.0000	14.782
	112.0000	14.817
	113.0000	14.771
	114.0000	14.819
	115.0000	14.889
	116.0000	14.842
	117.0000	14.912
	118.0000	14.880
	119.0000	14.684
	120.0000	14.821
	121.0000	14.830
	122.0000	14.830
	123.0000	14.788
	124.0000	14.823
	125.0000	14.799
	126.0000	14.863
	127.0000	14.806
	128.0000	14.807
	129.0000	14.750
	130.0000	14.804
	131.0000	14.749
	132.0000	14.762
	133.0000	14.800
	134.0000	14.888
	135.0000	14.887
	136.0000	14.744
	137.0000	14.830
	138.0000	14.774
	139.0000	14.715
	140.0000	14.776
	141.0000	14.851
	142.0000	14.711
	143.0000	14.740
	144.0000	14.818
	145.0000	14.768
	146.0000	14.799
	147.0000	14.768
	148.0000	14.714
	149.0000	14.889
	150.0000	14.856
	151.0000	14.863
	152.0000	14.798
	153.0000	14.858
	154.0000	14.698
	155.0000	14.791
	156.0000	14.787
	157.0000	14.774
	158.0000	14.781
	159.0000	14.761
	160.0000	14.698
	161.0000	14.667
	162.0000	14.766
	163.0000	14.831
	164.0000	14.828
	165.0000	14.828
	166.0000	14.792
	167.0000	14.807
	168.0000	14.781
	169.0000	14.731
	170.0000	14.710
	171.0000	14.788
	172.0000	14.792
	173.0000	14.698
	174.0000	14.795
	175.0000	14.697
	176.0000	14.798
	177.0000	14.806
	178.0000	14.764
	179.0000	14.734
	180.0000	14.790
	181.0000	14.774
	182.0000	14.742
	183.0000	14.698
	184.0000	14.752
	185.0000	14.748
