Data	Set	Name:	Wavelength	Pair	2
Analyst:	

Created:	13:24:16	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:549.0nm	EM:563.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	394.213
	2.0000	394.213
	4.0000	394.213
	6.0000	393.928
	8.0000	393.644
	10.0000	393.359
	12.0000	393.608
	14.0000	393.856
	16.0000	394.105
	18.0000	393.808
	20.0000	393.511
	22.0000	393.214
	24.0000	393.516
	26.0000	393.818
	28.0000	394.120
	30.0000	393.808
	32.0000	393.497
	34.0000	393.185
	36.0000	392.935
	38.0000	392.686
	40.0000	392.436
	42.0000	392.821
	44.0000	393.207
	46.0000	393.592
	48.0000	393.521
	50.0000	393.450
	52.0000	393.379
	54.0000	393.136
	56.0000	392.894
	58.0000	392.651
	60.0000	393.275
	62.0000	393.899
	64.0000	394.523
	66.0000	393.991
	68.0000	393.458
	70.0000	392.926
	72.0000	392.910
	74.0000	392.893
	76.0000	392.877
	78.0000	392.856
	80.0000	392.836
	82.0000	392.815
	84.0000	392.919
	86.0000	393.022
	88.0000	393.126
	90.0000	393.238
	92.0000	393.349
	94.0000	393.461
	96.0000	393.319
	98.0000	393.178
	100.0000	393.036
	102.0000	392.730
	104.0000	392.423
	106.0000	392.117
	108.0000	392.356
	110.0000	392.595
	112.0000	392.834
	114.0000	392.631
	116.0000	392.428
	118.0000	392.225
	120.0000	392.559
	122.0000	392.893
	124.0000	393.227
	126.0000	392.877
	128.0000	392.526
	130.0000	392.176
	132.0000	392.106
	134.0000	392.036
	136.0000	391.966
	138.0000	391.889
	140.0000	391.812
	142.0000	391.735
	144.0000	391.901
	146.0000	392.066
	148.0000	392.232
	150.0000	392.195
	152.0000	392.159
	154.0000	392.122
	156.0000	391.764
	158.0000	391.406
	160.0000	391.048
	162.0000	391.513
	164.0000	391.978
	166.0000	392.443
	168.0000	392.184
	170.0000	391.924
	172.0000	391.665
	174.0000	391.508
	176.0000	391.352
	178.0000	391.195
	180.0000	391.566
	182.0000	391.938
	184.0000	392.309
	186.0000	392.112
	188.0000	391.915
	190.0000	391.718
	192.0000	392.036
	194.0000	392.355
	196.0000	392.673
	198.0000	392.504
	200.0000	392.334
	202.0000	392.165
	204.0000	392.198
	206.0000	392.230
	208.0000	392.263
	210.0000	392.025
	212.0000	391.787
	214.0000	391.549
	216.0000	391.464
	218.0000	391.378
	220.0000	391.293
	222.0000	391.454
	224.0000	391.616
	226.0000	391.777
	228.0000	391.866
	230.0000	391.955
	232.0000	392.044
	234.0000	391.818
	236.0000	391.591
	238.0000	391.365
	240.0000	391.275
	242.0000	391.185
	244.0000	391.095
	246.0000	391.123
	248.0000	391.150
	250.0000	391.178
	252.0000	391.348
	254.0000	391.517
	256.0000	391.687
	258.0000	391.340
	260.0000	390.992
	262.0000	390.645
	264.0000	390.870
	266.0000	391.095
	268.0000	391.320
	270.0000	391.266
	272.0000	391.212
	274.0000	391.158
	276.0000	391.171
	278.0000	391.183
	280.0000	391.196
	282.0000	391.011
	284.0000	390.826
	286.0000	390.641
	288.0000	390.628
	290.0000	390.615
	292.0000	390.602
	294.0000	390.565
	296.0000	390.527
	298.0000	390.490
	300.0000	390.723
	302.0000	390.955
	304.0000	391.188
	306.0000	391.091
	308.0000	390.994
	310.0000	390.897
	312.0000	390.507
	314.0000	390.118
	316.0000	389.728
	318.0000	390.028
	320.0000	390.328
	322.0000	390.628
	324.0000	390.642
	326.0000	390.656
	328.0000	390.670
	330.0000	390.200
	332.0000	389.729
	334.0000	389.259
	336.0000	390.174
	338.0000	391.089
	340.0000	392.004
	342.0000	391.545
	344.0000	391.086
	346.0000	390.627
	348.0000	390.488
	350.0000	390.350
	352.0000	390.211
	354.0000	390.370
	356.0000	390.528
	358.0000	390.687
	360.0000	390.441
	362.0000	390.195
	364.0000	389.949
	366.0000	390.185
	368.0000	390.422
	370.0000	390.658
