Data	Set	Name:	Wavelength	Pair	2
Analyst:	

Created:	16:51:04	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:549.0nm	EM:563.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	358.094
	2.0000	358.094
	4.0000	358.094
	6.0000	357.842
	8.0000	357.591
	10.0000	357.339
	12.0000	357.539
	14.0000	357.739
	16.0000	357.939
	18.0000	357.855
	20.0000	357.770
	22.0000	357.686
	24.0000	357.661
	26.0000	357.635
	28.0000	357.610
	30.0000	357.604
	32.0000	357.599
	34.0000	357.593
	36.0000	357.473
	38.0000	357.352
	40.0000	357.232
	42.0000	357.238
	44.0000	357.244
	46.0000	357.250
	48.0000	357.307
	50.0000	357.363
	52.0000	357.420
	54.0000	357.398
	56.0000	357.375
	58.0000	357.353
	60.0000	357.275
	62.0000	357.196
	64.0000	357.118
	66.0000	357.097
	68.0000	357.077
	70.0000	357.056
	72.0000	356.970
	74.0000	356.884
	76.0000	356.798
	78.0000	356.974
	80.0000	357.150
	82.0000	357.326
	84.0000	357.157
	86.0000	356.987
	88.0000	356.818
	90.0000	356.896
	92.0000	356.974
	94.0000	357.052
	96.0000	357.066
	98.0000	357.080
	100.0000	357.094
	102.0000	356.855
	104.0000	356.616
	106.0000	356.377
	108.0000	356.568
	110.0000	356.759
	112.0000	356.950
	114.0000	356.800
	116.0000	356.649
	118.0000	356.499
	120.0000	356.479
	122.0000	356.460
	124.0000	356.440
	126.0000	356.404
	128.0000	356.369
	130.0000	356.333
	132.0000	356.285
	134.0000	356.236
	136.0000	356.188
	138.0000	356.238
	140.0000	356.287
	142.0000	356.337
	144.0000	356.337
	146.0000	356.336
	148.0000	356.336
	150.0000	356.465
	152.0000	356.593
	154.0000	356.722
	156.0000	356.583
	158.0000	356.443
	160.0000	356.304
	162.0000	356.336
	164.0000	356.369
	166.0000	356.401
	168.0000	356.423
	170.0000	356.445
	172.0000	356.467
	174.0000	356.386
	176.0000	356.306
	178.0000	356.225
	180.0000	356.309
	182.0000	356.392
	184.0000	356.476
	186.0000	356.416
	188.0000	356.357
	190.0000	356.297
	192.0000	356.230
	194.0000	356.163
	196.0000	356.096
	198.0000	356.004
	200.0000	355.913
	202.0000	355.821
	204.0000	355.963
	206.0000	356.105
	208.0000	356.247
	210.0000	356.158
	212.0000	356.068
	214.0000	355.979
	216.0000	356.141
	218.0000	356.302
	220.0000	356.464
	222.0000	356.452
	224.0000	356.441
	226.0000	356.429
	228.0000	356.454
	230.0000	356.478
	232.0000	356.503
	234.0000	356.540
	236.0000	356.577
	238.0000	356.614
	240.0000	356.179
	242.0000	355.743
	244.0000	355.308
	246.0000	355.439
	248.0000	355.569
	250.0000	355.700
	252.0000	355.605
	254.0000	355.510
	256.0000	355.415
	258.0000	355.671
	260.0000	355.926
	262.0000	356.182
	264.0000	356.206
	266.0000	356.231
	268.0000	356.255
	270.0000	355.984
	272.0000	355.712
	274.0000	355.441
	276.0000	355.364
	278.0000	355.288
	280.0000	355.211
	282.0000	355.417
	284.0000	355.623
	286.0000	355.829
	288.0000	355.490
	290.0000	355.151
	292.0000	354.812
	294.0000	355.081
	296.0000	355.349
	298.0000	355.618
	300.0000	355.539
	302.0000	355.459
	304.0000	355.380
	306.0000	355.504
	308.0000	355.628
	310.0000	355.752
	312.0000	355.721
	314.0000	355.689
	316.0000	355.658
	318.0000	355.444
	320.0000	355.230
	322.0000	355.016
	324.0000	355.312
	326.0000	355.609
	328.0000	355.905
	330.0000	355.845
	332.0000	355.785
	334.0000	355.725
	336.0000	355.680
	338.0000	355.634
	340.0000	355.589
	342.0000	355.367
	344.0000	355.145
	346.0000	354.923
	348.0000	355.062
	350.0000	355.201
	352.0000	355.340
	354.0000	355.408
	356.0000	355.477
	358.0000	355.545
	360.0000	355.587
	362.0000	355.630
	364.0000	355.672
	366.0000	355.787
	368.0000	355.901
	370.0000	356.016
