Data	Set	Name:	Wavelength	Pair	3
Analyst:	

Created:	12:22:14	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:648.0nm	EM:668.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	155.307
	2.0000	155.307
	4.0000	155.307
	6.0000	155.067
	8.0000	154.828
	10.0000	154.588
	12.0000	154.703
	14.0000	154.819
	16.0000	154.934
	18.0000	155.193
	20.0000	155.453
	22.0000	155.712
	24.0000	155.367
	26.0000	155.021
	28.0000	154.676
	30.0000	154.724
	32.0000	154.772
	34.0000	154.820
	36.0000	154.612
	38.0000	154.403
	40.0000	154.195
	42.0000	154.252
	44.0000	154.310
	46.0000	154.367
	48.0000	154.263
	50.0000	154.158
	52.0000	154.054
	54.0000	153.984
	56.0000	153.915
	58.0000	153.845
	60.0000	153.958
	62.0000	154.072
	64.0000	154.185
	66.0000	153.726
	68.0000	153.266
	70.0000	152.807
	72.0000	152.964
	74.0000	153.122
	76.0000	153.279
	78.0000	153.328
	80.0000	153.377
	82.0000	153.426
	84.0000	153.115
	86.0000	152.804
	88.0000	152.493
	90.0000	152.692
	92.0000	152.892
	94.0000	153.091
	96.0000	152.927
	98.0000	152.763
	100.0000	152.599
	102.0000	152.451
	104.0000	152.304
	106.0000	152.156
	108.0000	152.179
	110.0000	152.202
	112.0000	152.225
	114.0000	152.003
	116.0000	151.782
	118.0000	151.560
	120.0000	151.714
	122.0000	151.867
	124.0000	152.021
	126.0000	151.894
	128.0000	151.767
	130.0000	151.640
	132.0000	151.600
	134.0000	151.561
	136.0000	151.521
	138.0000	151.453
	140.0000	151.386
	142.0000	151.318
	144.0000	151.397
	146.0000	151.475
	148.0000	151.554
	150.0000	151.369
	152.0000	151.185
	154.0000	151.000
	156.0000	150.943
	158.0000	150.885
	160.0000	150.828
	162.0000	150.641
	164.0000	150.455
	166.0000	150.268
	168.0000	150.294
	170.0000	150.320
	172.0000	150.346
	174.0000	150.304
	176.0000	150.262
	178.0000	150.220
	180.0000	150.158
	182.0000	150.095
	184.0000	150.033
	186.0000	149.958
	188.0000	149.884
	190.0000	149.809
	192.0000	149.747
	194.0000	149.684
	196.0000	149.622
	198.0000	149.508
	200.0000	149.393
	202.0000	149.279
	204.0000	149.348
	206.0000	149.417
	208.0000	149.486
	210.0000	149.365
	212.0000	149.243
	214.0000	149.122
	216.0000	149.028
	218.0000	148.933
	220.0000	148.839
	222.0000	148.823
	224.0000	148.808
	226.0000	148.792
	228.0000	148.775
	230.0000	148.758
	232.0000	148.741
	234.0000	148.485
	236.0000	148.229
	238.0000	147.973
	240.0000	148.074
	242.0000	148.174
	244.0000	148.275
	246.0000	148.247
	248.0000	148.220
	250.0000	148.192
	252.0000	148.135
	254.0000	148.079
	256.0000	148.022
	258.0000	147.903
	260.0000	147.784
	262.0000	147.665
	264.0000	147.686
	266.0000	147.707
	268.0000	147.728
	270.0000	147.649
	272.0000	147.571
	274.0000	147.492
	276.0000	147.295
	278.0000	147.099
	280.0000	146.902
	282.0000	146.927
	284.0000	146.953
	286.0000	146.978
	288.0000	146.990
	290.0000	147.003
	292.0000	147.015
	294.0000	147.066
	296.0000	147.116
	298.0000	147.167
	300.0000	147.109
	302.0000	147.052
	304.0000	146.994
	306.0000	146.971
	308.0000	146.949
	310.0000	146.926
	312.0000	146.744
	314.0000	146.563
	316.0000	146.381
	318.0000	146.334
	320.0000	146.288
	322.0000	146.241
	324.0000	146.454
	326.0000	146.668
	328.0000	146.881
	330.0000	146.583
	332.0000	146.286
	334.0000	145.988
	336.0000	145.846
	338.0000	145.704
	340.0000	145.562
	342.0000	145.651
	344.0000	145.741
	346.0000	145.830
	348.0000	145.687
	350.0000	145.543
	352.0000	145.400
	354.0000	145.220
	356.0000	145.041
	358.0000	144.861
	360.0000	145.144
	362.0000	145.427
	364.0000	145.710
	366.0000	145.303
	368.0000	144.897
	370.0000	144.490
