Data	Set	Name:	Wavelength	Pair	1
Analyst:	

Created:	16:30:24	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:495.0nm	EM:520.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	330.831
	2.0000	330.831
	4.0000	330.831
	6.0000	331.201
	8.0000	331.571
	10.0000	331.941
	12.0000	331.820
	14.0000	331.699
	16.0000	331.578
	18.0000	331.458
	20.0000	331.337
	22.0000	331.217
	24.0000	331.035
	26.0000	330.854
	28.0000	330.672
	30.0000	330.750
	32.0000	330.828
	34.0000	330.906
	36.0000	330.898
	38.0000	330.889
	40.0000	330.881
	42.0000	330.846
	44.0000	330.811
	46.0000	330.776
	48.0000	330.904
	50.0000	331.031
	52.0000	331.159
	54.0000	331.111
	56.0000	331.063
	58.0000	331.015
	60.0000	330.767
	62.0000	330.520
	64.0000	330.272
	66.0000	330.277
	68.0000	330.282
	70.0000	330.287
	72.0000	330.538
	74.0000	330.788
	76.0000	331.039
	78.0000	330.857
	80.0000	330.676
	82.0000	330.494
	84.0000	330.609
	86.0000	330.723
	88.0000	330.838
	90.0000	330.792
	92.0000	330.746
	94.0000	330.700
	96.0000	330.594
	98.0000	330.487
	100.0000	330.381
	102.0000	330.146
	104.0000	329.911
	106.0000	329.676
	108.0000	329.823
	110.0000	329.970
	112.0000	330.117
	114.0000	329.862
	116.0000	329.607
	118.0000	329.352
	120.0000	329.481
	122.0000	329.609
	124.0000	329.738
	126.0000	329.832
	128.0000	329.926
	130.0000	330.020
	132.0000	329.878
	134.0000	329.737
	136.0000	329.595
	138.0000	329.571
	140.0000	329.546
	142.0000	329.522
	144.0000	329.654
	146.0000	329.786
	148.0000	329.918
	150.0000	329.789
	152.0000	329.661
	154.0000	329.532
	156.0000	329.456
	158.0000	329.381
	160.0000	329.305
	162.0000	329.212
	164.0000	329.120
	166.0000	329.027
	168.0000	329.054
	170.0000	329.080
	172.0000	329.107
	174.0000	329.103
	176.0000	329.100
	178.0000	329.096
	180.0000	329.287
	182.0000	329.478
	184.0000	329.669
	186.0000	329.176
	188.0000	328.682
	190.0000	328.189
	192.0000	328.336
	194.0000	328.482
	196.0000	328.629
	198.0000	328.687
	200.0000	328.744
	202.0000	328.802
	204.0000	328.768
	206.0000	328.734
	208.0000	328.700
	210.0000	328.537
	212.0000	328.374
	214.0000	328.211
	216.0000	328.245
	218.0000	328.279
	220.0000	328.313
	222.0000	328.168
	224.0000	328.022
	226.0000	327.877
	228.0000	327.821
	230.0000	327.764
	232.0000	327.708
	234.0000	327.679
	236.0000	327.650
	238.0000	327.621
	240.0000	327.828
	242.0000	328.034
	244.0000	328.241
	246.0000	328.160
	248.0000	328.080
	250.0000	327.999
	252.0000	328.052
	254.0000	328.105
	256.0000	328.158
	258.0000	328.035
	260.0000	327.913
	262.0000	327.790
	264.0000	327.724
	266.0000	327.659
	268.0000	327.593
	270.0000	327.685
	272.0000	327.778
	274.0000	327.870
	276.0000	327.598
	278.0000	327.326
	280.0000	327.054
	282.0000	327.212
	284.0000	327.371
	286.0000	327.529
	288.0000	327.381
	290.0000	327.234
	292.0000	327.086
	294.0000	327.168
	296.0000	327.249
	298.0000	327.331
	300.0000	327.434
	302.0000	327.536
	304.0000	327.639
	306.0000	327.500
	308.0000	327.361
	310.0000	327.222
	312.0000	327.090
	314.0000	326.959
	316.0000	326.827
	318.0000	326.721
	320.0000	326.615
	322.0000	326.509
	324.0000	326.622
	326.0000	326.736
	328.0000	326.849
	330.0000	326.918
	332.0000	326.988
	334.0000	327.057
	336.0000	326.936
	338.0000	326.816
	340.0000	326.695
	342.0000	326.656
	344.0000	326.616
	346.0000	326.577
	348.0000	326.696
	350.0000	326.815
	352.0000	326.934
	354.0000	326.671
	356.0000	326.409
	358.0000	326.146
	360.0000	326.096
	362.0000	326.045
	364.0000	325.995
	366.0000	326.040
	368.0000	326.084
	370.0000	326.129
