Data	Set	Name:	Wavelength	Pair	3
Analyst:	

Created:	15:49:02	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:648.0nm	EM:668.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	83.180
	2.0000	83.180
	4.0000	83.180
	6.0000	83.241
	8.0000	83.303
	10.0000	83.364
	12.0000	83.396
	14.0000	83.428
	16.0000	83.460
	18.0000	83.460
	20.0000	83.461
	22.0000	83.461
	24.0000	83.524
	26.0000	83.588
	28.0000	83.651
	30.0000	83.528
	32.0000	83.404
	34.0000	83.281
	36.0000	83.228
	38.0000	83.174
	40.0000	83.121
	42.0000	83.089
	44.0000	83.057
	46.0000	83.025
	48.0000	83.218
	50.0000	83.412
	52.0000	83.605
	54.0000	83.407
	56.0000	83.208
	58.0000	83.010
	60.0000	83.053
	62.0000	83.096
	64.0000	83.139
	66.0000	83.057
	68.0000	82.975
	70.0000	82.893
	72.0000	82.722
	74.0000	82.551
	76.0000	82.380
	78.0000	82.475
	80.0000	82.571
	82.0000	82.666
	84.0000	82.547
	86.0000	82.427
	88.0000	82.308
	90.0000	82.379
	92.0000	82.450
	94.0000	82.521
	96.0000	82.617
	98.0000	82.712
	100.0000	82.808
	102.0000	82.786
	104.0000	82.764
	106.0000	82.742
	108.0000	82.902
	110.0000	83.062
	112.0000	83.222
	114.0000	83.074
	116.0000	82.927
	118.0000	82.779
	120.0000	82.673
	122.0000	82.567
	124.0000	82.461
	126.0000	82.515
	128.0000	82.570
	130.0000	82.624
	132.0000	82.524
	134.0000	82.424
	136.0000	82.324
	138.0000	82.314
	140.0000	82.303
	142.0000	82.293
	144.0000	82.345
	146.0000	82.396
	148.0000	82.448
	150.0000	82.434
	152.0000	82.421
	154.0000	82.407
	156.0000	82.338
	158.0000	82.269
	160.0000	82.200
	162.0000	82.250
	164.0000	82.300
	166.0000	82.350
	168.0000	82.444
	170.0000	82.539
	172.0000	82.633
	174.0000	82.416
	176.0000	82.199
	178.0000	81.982
	180.0000	81.978
	182.0000	81.973
	184.0000	81.969
	186.0000	82.042
	188.0000	82.114
	190.0000	82.187
	192.0000	82.173
	194.0000	82.159
	196.0000	82.145
	198.0000	82.065
	200.0000	81.985
	202.0000	81.905
	204.0000	81.921
	206.0000	81.938
	208.0000	81.954
	210.0000	82.025
	212.0000	82.097
	214.0000	82.168
	216.0000	81.938
	218.0000	81.707
	220.0000	81.477
	222.0000	81.528
	224.0000	81.580
	226.0000	81.631
	228.0000	81.626
	230.0000	81.622
	232.0000	81.617
	234.0000	81.488
	236.0000	81.359
	238.0000	81.230
	240.0000	81.393
	242.0000	81.556
	244.0000	81.719
	246.0000	81.521
	248.0000	81.323
	250.0000	81.125
	252.0000	81.400
	254.0000	81.676
	256.0000	81.951
	258.0000	81.960
	260.0000	81.970
	262.0000	81.979
	264.0000	81.991
	266.0000	82.003
	268.0000	82.015
	270.0000	81.925
	272.0000	81.835
	274.0000	81.745
	276.0000	81.718
	278.0000	81.691
	280.0000	81.664
	282.0000	81.590
	284.0000	81.517
	286.0000	81.443
	288.0000	81.447
	290.0000	81.452
	292.0000	81.456
	294.0000	81.397
	296.0000	81.338
	298.0000	81.279
	300.0000	81.263
	302.0000	81.248
	304.0000	81.232
	306.0000	81.346
	308.0000	81.460
	310.0000	81.574
	312.0000	81.415
	314.0000	81.255
	316.0000	81.096
	318.0000	81.071
	320.0000	81.046
	322.0000	81.021
	324.0000	81.075
	326.0000	81.128
	328.0000	81.182
	330.0000	81.159
	332.0000	81.135
	334.0000	81.112
	336.0000	81.064
	338.0000	81.015
	340.0000	80.967
	342.0000	81.047
	344.0000	81.127
	346.0000	81.207
	348.0000	81.218
	350.0000	81.229
	352.0000	81.240
	354.0000	81.222
	356.0000	81.203
	358.0000	81.185
	360.0000	81.162
	362.0000	81.139
	364.0000	81.116
	366.0000	81.226
	368.0000	81.335
	370.0000	81.445
