Data	Set	Name:	Wavelength	Pair	1
Analyst:	

Created:	12:01:33	03/20/15
Data:	Original

Instrument	Type:	RF-5301PC
Wavelength:	EX:495.0nm	EM:520.0nm
Slit	Width:	EX:5.0nm	EM:5.0nm
Acquisition	Ra	2.000	Seconds
Reaction	Time:	600.000	Seconds
Sensitivity:	High
Response	Time:	Auto	
Shutter	Mode:	Auto,	Closed

	Time(sec)	Intensity
	0.0000	499.400
	2.0000	499.400
	4.0000	499.400
	6.0000	498.834
	8.0000	498.269
	10.0000	497.703
	12.0000	497.635
	14.0000	497.568
	16.0000	497.500
	18.0000	497.714
	20.0000	497.929
	22.0000	498.143
	24.0000	497.823
	26.0000	497.504
	28.0000	497.184
	30.0000	497.210
	32.0000	497.236
	34.0000	497.262
	36.0000	497.007
	38.0000	496.751
	40.0000	496.496
	42.0000	496.513
	44.0000	496.529
	46.0000	496.546
	48.0000	496.554
	50.0000	496.563
	52.0000	496.571
	54.0000	496.324
	56.0000	496.078
	58.0000	495.831
	60.0000	495.759
	62.0000	495.688
	64.0000	495.616
	66.0000	495.162
	68.0000	494.708
	70.0000	494.254
	72.0000	494.473
	74.0000	494.693
	76.0000	494.912
	78.0000	495.262
	80.0000	495.612
	82.0000	495.962
	84.0000	495.605
	86.0000	495.249
	88.0000	494.892
	90.0000	494.839
	92.0000	494.787
	94.0000	494.734
	96.0000	494.556
	98.0000	494.378
	100.0000	494.200
	102.0000	493.872
	104.0000	493.545
	106.0000	493.217
	108.0000	493.283
	110.0000	493.348
	112.0000	493.414
	114.0000	493.415
	116.0000	493.416
	118.0000	493.417
	120.0000	493.698
	122.0000	493.979
	124.0000	494.260
	126.0000	493.882
	128.0000	493.503
	130.0000	493.125
	132.0000	492.929
	134.0000	492.734
	136.0000	492.538
	138.0000	492.487
	140.0000	492.437
	142.0000	492.386
	144.0000	492.478
	146.0000	492.569
	148.0000	492.661
	150.0000	492.311
	152.0000	491.960
	154.0000	491.610
	156.0000	491.650
	158.0000	491.689
	160.0000	491.729
	162.0000	491.615
	164.0000	491.500
	166.0000	491.386
	168.0000	491.288
	170.0000	491.189
	172.0000	491.091
	174.0000	491.309
	176.0000	491.526
	178.0000	491.744
	180.0000	491.598
	182.0000	491.453
	184.0000	491.307
	186.0000	491.087
	188.0000	490.867
	190.0000	490.647
	192.0000	490.660
	194.0000	490.673
	196.0000	490.686
	198.0000	490.602
	200.0000	490.518
	202.0000	490.434
	204.0000	490.339
	206.0000	490.244
	208.0000	490.149
	210.0000	489.841
	212.0000	489.533
	214.0000	489.225
	216.0000	489.391
	218.0000	489.557
	220.0000	489.723
	222.0000	489.583
	224.0000	489.443
	226.0000	489.303
	228.0000	489.191
	230.0000	489.080
	232.0000	488.968
	234.0000	488.974
	236.0000	488.981
	238.0000	488.987
	240.0000	488.769
	242.0000	488.551
	244.0000	488.333
	246.0000	488.331
	248.0000	488.330
	250.0000	488.328
	252.0000	488.303
	254.0000	488.277
	256.0000	488.252
	258.0000	488.410
	260.0000	488.568
	262.0000	488.726
	264.0000	488.678
	266.0000	488.629
	268.0000	488.581
	270.0000	488.295
	272.0000	488.010
	274.0000	487.724
	276.0000	487.582
	278.0000	487.441
	280.0000	487.299
	282.0000	487.177
	284.0000	487.054
	286.0000	486.932
	288.0000	487.011
	290.0000	487.089
	292.0000	487.168
	294.0000	486.899
	296.0000	486.629
	298.0000	486.360
	300.0000	486.219
	302.0000	486.078
	304.0000	485.937
	306.0000	486.032
	308.0000	486.128
	310.0000	486.223
	312.0000	486.498
	314.0000	486.772
	316.0000	487.047
	318.0000	486.608
	320.0000	486.168
	322.0000	485.729
	324.0000	485.772
	326.0000	485.816
	328.0000	485.859
	330.0000	485.790
	332.0000	485.720
	334.0000	485.651
	336.0000	485.683
	338.0000	485.715
	340.0000	485.747
	342.0000	485.274
	344.0000	484.802
	346.0000	484.329
	348.0000	484.786
	350.0000	485.243
	352.0000	485.700
	354.0000	485.267
	356.0000	484.833
	358.0000	484.400
	360.0000	484.452
	362.0000	484.504
	364.0000	484.556
	366.0000	484.506
	368.0000	484.455
	370.0000	484.405
