"Time_sec","MagnetsZ_mm","Extension_nm","expDetail","id"
749.688,-5,145.213,"expDetail","./sample.txt"
749.698,-5,76.981,"expDetail","./sample.txt"
749.708,-5,64.409,"expDetail","./sample.txt"
749.717,-5,57.21,"expDetail","./sample.txt"
749.728,-5,27.61,"expDetail","./sample.txt"
749.737,-5,-38.905,"expDetail","./sample.txt"
749.748,-5,114.515,"expDetail","./sample.txt"
749.757,-5,122.361,"expDetail","./sample.txt"
749.767,-5,149.97,"expDetail","./sample.txt"
749.777,-5,101.498,"expDetail","./sample.txt"
749.787,-5,77.201,"expDetail","./sample.txt"
749.806,-5,96.105,"expDetail","./sample.txt"
749.816,-5,103.574,"expDetail","./sample.txt"
749.827,-5,70.76,"expDetail","./sample.txt"
749.835,-5,78.304,"expDetail","./sample.txt"
749.846,-5,47.116,"expDetail","./sample.txt"
749.856,-5,89.415,"expDetail","./sample.txt"
749.875,-5,44.896,"expDetail","./sample.txt"
749.885,-5,155.831,"expDetail","./sample.txt"
749.895,-5,150.077,"expDetail","./sample.txt"
749.905,-5,175.617,"expDetail","./sample.txt"
749.915,-5,164.624,"expDetail","./sample.txt"
749.925,-5,16.517,"expDetail","./sample.txt"
749.935,-5,53.424,"expDetail","./sample.txt"
749.945,-5,116.746,"expDetail","./sample.txt"
749.955,-5,59.359,"expDetail","./sample.txt"
749.964,-5,52.16,"expDetail","./sample.txt"
749.974,-5,138.737,"expDetail","./sample.txt"
749.984,-5,108.098,"expDetail","./sample.txt"
749.994,-5,72.202,"expDetail","./sample.txt"
750.003,-5,82.08,"expDetail","./sample.txt"
750.014,-5,169.202,"expDetail","./sample.txt"
750.024,-5,98.824,"expDetail","./sample.txt"
750.034,-5,122.363,"expDetail","./sample.txt"
750.043,-5,93.631,"expDetail","./sample.txt"
750.053,-5,57.886,"expDetail","./sample.txt"
750.063,-5,92.366,"expDetail","./sample.txt"
750.073,-5,56.18,"expDetail","./sample.txt"
750.083,-5,172.011,"expDetail","./sample.txt"
750.092,-5,69.751,"expDetail","./sample.txt"
750.103,-5,126.895,"expDetail","./sample.txt"
750.112,-5,114.072,"expDetail","./sample.txt"
750.123,-5,161.221,"expDetail","./sample.txt"
750.132,-5,76.843,"expDetail","./sample.txt"
750.142,-5,95.72,"expDetail","./sample.txt"
750.152,-5,89.378,"expDetail","./sample.txt"
750.162,-5,80.433,"expDetail","./sample.txt"
750.171,-5,101.386,"expDetail","./sample.txt"
750.191,-5,104.697,"expDetail","./sample.txt"
750.202,-5,71.385,"expDetail","./sample.txt"
750.211,-5,166.693,"expDetail","./sample.txt"
750.221,-5,124.708,"expDetail","./sample.txt"
750.231,-5,1158.427,"expDetail","./sample.txt"
750.241,-5,59.512,"expDetail","./sample.txt"
750.25,-5,41.298,"expDetail","./sample.txt"
750.26,-5,49.883,"expDetail","./sample.txt"
750.27,-5,87.668,"expDetail","./sample.txt"
750.28,-5,61.295,"expDetail","./sample.txt"
750.29,-5,28.319,"expDetail","./sample.txt"
750.3,-5,9.286,"expDetail","./sample.txt"
750.31,-5,57.964,"expDetail","./sample.txt"
750.32,-5,68.812,"expDetail","./sample.txt"
750.33,-5,46.642,"expDetail","./sample.txt"
750.339,-5,95.283,"expDetail","./sample.txt"
750.349,-5,94.833,"expDetail","./sample.txt"
750.359,-5,-16.459,"expDetail","./sample.txt"
750.369,-5,105.987,"expDetail","./sample.txt"
750.38,-5,63.839,"expDetail","./sample.txt"
750.389,-5,88.217,"expDetail","./sample.txt"
750.399,-5,186.205,"expDetail","./sample.txt"
750.409,-5,150.325,"expDetail","./sample.txt"
750.418,-5,111.075,"expDetail","./sample.txt"
750.438,-5,140.144,"expDetail","./sample.txt"
750.448,-5,12.903,"expDetail","./sample.txt"
750.458,-5,-11.465,"expDetail","./sample.txt"
750.467,-5,96.148,"expDetail","./sample.txt"
750.477,-5,176.763,"expDetail","./sample.txt"
750.487,-5,111.695,"expDetail","./sample.txt"
750.498,-5,146.695,"expDetail","./sample.txt"
750.507,-5,130.207,"expDetail","./sample.txt"
750.517,-5,190.473,"expDetail","./sample.txt"
750.527,-5,111.353,"expDetail","./sample.txt"
750.537,-5,32.288,"expDetail","./sample.txt"
750.546,-5,134.576,"expDetail","./sample.txt"
750.556,-5,91.273,"expDetail","./sample.txt"
750.566,-5,102.228,"expDetail","./sample.txt"
750.577,-5,106.77,"expDetail","./sample.txt"
750.586,-5,131.339,"expDetail","./sample.txt"
750.596,-5,88.047,"expDetail","./sample.txt"
750.606,-5,53.576,"expDetail","./sample.txt"
750.616,-5,4.991,"expDetail","./sample.txt"
750.625,-5,128.362,"expDetail","./sample.txt"
750.635,-5,66.214,"expDetail","./sample.txt"
750.645,-5,59.265,"expDetail","./sample.txt"
750.655,-5,92.235,"expDetail","./sample.txt"
750.665,-5,19.26,"expDetail","./sample.txt"
750.675,-5,124.028,"expDetail","./sample.txt"
750.685,-5,100.311,"expDetail","./sample.txt"
750.696,-5,32.369,"expDetail","./sample.txt"
750.705,-5,62.134,"expDetail","./sample.txt"
750.714,-5,45.546,"expDetail","./sample.txt"
750.724,-5,95.426,"expDetail","./sample.txt"
750.734,-5,106.622,"expDetail","./sample.txt"
750.744,-5,51.068,"expDetail","./sample.txt"
750.753,-5,38.661,"expDetail","./sample.txt"
750.774,-5,84.37,"expDetail","./sample.txt"
750.784,-5,63.871,"expDetail","./sample.txt"
750.803,-5,66.65,"expDetail","./sample.txt"
750.823,-5,22.382,"expDetail","./sample.txt"
750.833,-5,80.315,"expDetail","./sample.txt"
750.842,-5,77.288,"expDetail","./sample.txt"
750.852,-5,58.715,"expDetail","./sample.txt"
750.863,-5,107.502,"expDetail","./sample.txt"
750.873,-5,45.289,"expDetail","./sample.txt"
750.882,-5,33.539,"expDetail","./sample.txt"
750.892,-5,111.22,"expDetail","./sample.txt"
750.902,-5,182.735,"expDetail","./sample.txt"
750.912,-5,81.979,"expDetail","./sample.txt"
750.921,-5,127.951,"expDetail","./sample.txt"
750.931,-5,72.879,"expDetail","./sample.txt"
750.941,-5,113.571,"expDetail","./sample.txt"
750.951,-5,118.015,"expDetail","./sample.txt"
750.961,-5,79.318,"expDetail","./sample.txt"
750.971,-5,20.199,"expDetail","./sample.txt"
750.981,-5,75.669,"expDetail","./sample.txt"
750.991,-5,91.105,"expDetail","./sample.txt"
751,-5,102.133,"expDetail","./sample.txt"
751.01,-5,69.937,"expDetail","./sample.txt"
751.02,-5,73.961,"expDetail","./sample.txt"
751.03,-5,116.959,"expDetail","./sample.txt"
751.051,-5,96.8,"expDetail","./sample.txt"
751.06,-5,109.055,"expDetail","./sample.txt"
751.07,-5,163.101,"expDetail","./sample.txt"
751.08,-5,82.114,"expDetail","./sample.txt"
751.089,-5,170.386,"expDetail","./sample.txt"
751.099,-5,60.931,"expDetail","./sample.txt"
751.109,-5,73.361,"expDetail","./sample.txt"
751.119,-5,159.341,"expDetail","./sample.txt"
751.128,-5,115.644,"expDetail","./sample.txt"
751.138,-5,510.644,"expDetail","./sample.txt"
751.149,-5,134.246,"expDetail","./sample.txt"
751.159,-5,214.952,"expDetail","./sample.txt"
751.168,-5,181.256,"expDetail","./sample.txt"
751.178,-5,201.985,"expDetail","./sample.txt"
751.188,-5,162.697,"expDetail","./sample.txt"
751.198,-5,178.899,"expDetail","./sample.txt"
751.208,-5,42.473,"expDetail","./sample.txt"
751.217,-5,150.186,"expDetail","./sample.txt"
751.227,-5,85.849,"expDetail","./sample.txt"
751.238,-5,218.263,"expDetail","./sample.txt"
751.248,-5,80.139,"expDetail","./sample.txt"
751.257,-5,103.159,"expDetail","./sample.txt"
751.267,-5,73.969,"expDetail","./sample.txt"
751.277,-5,43.086,"expDetail","./sample.txt"
751.287,-5,42.624,"expDetail","./sample.txt"
751.296,-5,145.167,"expDetail","./sample.txt"
751.306,-5,148.301,"expDetail","./sample.txt"
751.316,-5,102.586,"expDetail","./sample.txt"
751.326,-5,181.826,"expDetail","./sample.txt"
751.336,-5,179.946,"expDetail","./sample.txt"
751.347,-5,81.725,"expDetail","./sample.txt"
751.356,-5,102.528,"expDetail","./sample.txt"
751.366,-5,194.544,"expDetail","./sample.txt"
751.375,-5,274.125,"expDetail","./sample.txt"
751.385,-5,175.622,"expDetail","./sample.txt"
751.395,-5,96.659,"expDetail","./sample.txt"
751.405,-5,128.848,"expDetail","./sample.txt"
751.415,-5,98.429,"expDetail","./sample.txt"
751.425,-5,57.029,"expDetail","./sample.txt"
751.435,-5,88.209,"expDetail","./sample.txt"
751.445,-5,141.033,"expDetail","./sample.txt"
751.455,-5,126.669,"expDetail","./sample.txt"
751.464,-5,78.422,"expDetail","./sample.txt"
751.474,-5,122.754,"expDetail","./sample.txt"
751.484,-5,105.552,"expDetail","./sample.txt"
751.494,-5,113.443,"expDetail","./sample.txt"
751.503,-5,46.997,"expDetail","./sample.txt"
751.514,-5,77.88,"expDetail","./sample.txt"
751.524,-5,122.705,"expDetail","./sample.txt"
751.534,-5,69.035,"expDetail","./sample.txt"
751.543,-5,101.862,"expDetail","./sample.txt"
751.553,-5,70.41,"expDetail","./sample.txt"
751.563,-5,143.322,"expDetail","./sample.txt"
751.573,-5,14.496,"expDetail","./sample.txt"
751.583,-5,106.618,"expDetail","./sample.txt"
751.592,-5,13.105,"expDetail","./sample.txt"
751.612,-5,103.583,"expDetail","./sample.txt"
751.623,-5,161.75,"expDetail","./sample.txt"
751.632,-5,83.923,"expDetail","./sample.txt"
751.642,-5,-6.664,"expDetail","./sample.txt"
751.652,-5,37.989,"expDetail","./sample.txt"
751.662,-5,112.966,"expDetail","./sample.txt"
751.671,-5,91.91,"expDetail","./sample.txt"
751.681,-5,106.981,"expDetail","./sample.txt"
751.691,-5,107.728,"expDetail","./sample.txt"
751.702,-5,109.239,"expDetail","./sample.txt"
751.711,-5,87.868,"expDetail","./sample.txt"
751.721,-5,80.533,"expDetail","./sample.txt"
751.731,-5,122.812,"expDetail","./sample.txt"
751.741,-5,150.624,"expDetail","./sample.txt"
751.75,-5,123.44,"expDetail","./sample.txt"
751.76,-5,121.161,"expDetail","./sample.txt"
751.77,-5,51.843,"expDetail","./sample.txt"
751.78,-5,122.99,"expDetail","./sample.txt"
751.8,-5,102.943,"expDetail","./sample.txt"
751.81,-5,116.565,"expDetail","./sample.txt"
751.82,-5,195.445,"expDetail","./sample.txt"
751.83,-5,102.058,"expDetail","./sample.txt"
751.839,-5,76.212,"expDetail","./sample.txt"
751.849,-5,53.156,"expDetail","./sample.txt"
751.859,-5,147.227,"expDetail","./sample.txt"
751.869,-5,104.962,"expDetail","./sample.txt"
751.878,-5,72.053,"expDetail","./sample.txt"
751.889,-5,123.76,"expDetail","./sample.txt"
751.899,-5,155.086,"expDetail","./sample.txt"
751.909,-5,65.164,"expDetail","./sample.txt"
751.918,-5,70.441,"expDetail","./sample.txt"
751.928,-5,54.856,"expDetail","./sample.txt"
751.938,-5,116.438,"expDetail","./sample.txt"
751.948,-5,175.721,"expDetail","./sample.txt"
751.958,-5,96.786,"expDetail","./sample.txt"
751.967,-5,147.914,"expDetail","./sample.txt"
751.977,-5,140.756,"expDetail","./sample.txt"
751.987,-5,155.989,"expDetail","./sample.txt"
751.998,-5,78.409,"expDetail","./sample.txt"
752.007,-5,110.839,"expDetail","./sample.txt"
752.019,-5,78.947,"expDetail","./sample.txt"
752.027,-5,132.16,"expDetail","./sample.txt"
752.037,-5,127.869,"expDetail","./sample.txt"
752.046,-5,98.14,"expDetail","./sample.txt"
752.056,-5,365.055,"expDetail","./sample.txt"
752.066,-5,116.387,"expDetail","./sample.txt"
752.077,-5,12.264,"expDetail","./sample.txt"
752.086,-5,92.463,"expDetail","./sample.txt"
752.096,-5,54.874,"expDetail","./sample.txt"
752.106,-5,102.332,"expDetail","./sample.txt"
752.116,-5,51.268,"expDetail","./sample.txt"
752.125,-5,137.891,"expDetail","./sample.txt"
752.135,-5,136.163,"expDetail","./sample.txt"
752.145,-5,137.137,"expDetail","./sample.txt"
752.156,-5,92.672,"expDetail","./sample.txt"
752.165,-5,43.404,"expDetail","./sample.txt"
752.175,-5,97.294,"expDetail","./sample.txt"
752.185,-5,60.524,"expDetail","./sample.txt"
752.195,-5,87.515,"expDetail","./sample.txt"
752.205,-5,94.552,"expDetail","./sample.txt"
752.214,-5,84.569,"expDetail","./sample.txt"
752.234,-5,99.185,"expDetail","./sample.txt"
752.244,-5,75.05,"expDetail","./sample.txt"
752.253,-5,124.401,"expDetail","./sample.txt"
752.264,-5,89.382,"expDetail","./sample.txt"
752.274,-5,50.638,"expDetail","./sample.txt"
752.284,-5,71.051,"expDetail","./sample.txt"
752.293,-5,48.04,"expDetail","./sample.txt"
752.303,-5,29.028,"expDetail","./sample.txt"
752.313,-5,70.519,"expDetail","./sample.txt"
752.323,-5,56.421,"expDetail","./sample.txt"
752.333,-5,177.837,"expDetail","./sample.txt"
752.342,-5,76.408,"expDetail","./sample.txt"
752.353,-5,76.522,"expDetail","./sample.txt"
752.363,-5,68.869,"expDetail","./sample.txt"
752.373,-5,52.288,"expDetail","./sample.txt"
752.382,-5,77.601,"expDetail","./sample.txt"
752.392,-5,89.122,"expDetail","./sample.txt"
752.402,-5,210.836,"expDetail","./sample.txt"
752.412,-5,136.288,"expDetail","./sample.txt"
752.421,-5,103.566,"expDetail","./sample.txt"
752.431,-5,150.544,"expDetail","./sample.txt"
752.441,-5,111.596,"expDetail","./sample.txt"
752.452,-5,5.673,"expDetail","./sample.txt"
752.471,-5,165.69,"expDetail","./sample.txt"
752.481,-5,150.029,"expDetail","./sample.txt"
752.491,-5,170.721,"expDetail","./sample.txt"
752.5,-5,169.965,"expDetail","./sample.txt"
752.51,-5,145.951,"expDetail","./sample.txt"
752.52,-5,74.934,"expDetail","./sample.txt"
752.53,-5,153.77,"expDetail","./sample.txt"
752.54,-5,95.378,"expDetail","./sample.txt"
752.55,-5,85.294,"expDetail","./sample.txt"
752.56,-5,209.914,"expDetail","./sample.txt"
752.57,-5,67.005,"expDetail","./sample.txt"
752.58,-5,78.952,"expDetail","./sample.txt"
752.589,-5,83.846,"expDetail","./sample.txt"
752.599,-5,104.871,"expDetail","./sample.txt"
752.609,-5,86.979,"expDetail","./sample.txt"
752.619,-5,62.178,"expDetail","./sample.txt"
752.628,-5,125.386,"expDetail","./sample.txt"
752.639,-5,71.76,"expDetail","./sample.txt"
752.649,-5,86.3,"expDetail","./sample.txt"
752.659,-5,46.116,"expDetail","./sample.txt"
752.668,-5,51.633,"expDetail","./sample.txt"
752.678,-5,33.827,"expDetail","./sample.txt"
752.688,-5,17.649,"expDetail","./sample.txt"
752.698,-5,87.647,"expDetail","./sample.txt"
752.708,-5,100.597,"expDetail","./sample.txt"
752.717,-5,83.507,"expDetail","./sample.txt"
752.727,-5,127.975,"expDetail","./sample.txt"
752.738,-5,162.159,"expDetail","./sample.txt"
752.748,-5,152.446,"expDetail","./sample.txt"
752.757,-5,141.093,"expDetail","./sample.txt"
752.767,-5,189.637,"expDetail","./sample.txt"
752.777,-5,125.914,"expDetail","./sample.txt"
752.787,-5,77.176,"expDetail","./sample.txt"
752.796,-5,82.541,"expDetail","./sample.txt"
752.806,-5,112.453,"expDetail","./sample.txt"
752.816,-5,140.519,"expDetail","./sample.txt"
752.827,-5,78.588,"expDetail","./sample.txt"
752.836,-5,59.756,"expDetail","./sample.txt"
752.846,-5,60.281,"expDetail","./sample.txt"
752.856,-5,171.048,"expDetail","./sample.txt"
752.866,-5,143.977,"expDetail","./sample.txt"
752.875,-5,124.662,"expDetail","./sample.txt"
752.885,-5,80.971,"expDetail","./sample.txt"
752.895,-5,48.292,"expDetail","./sample.txt"
752.905,-5,-4.256,"expDetail","./sample.txt"
752.925,-5,71.767,"expDetail","./sample.txt"
752.955,-5,70.496,"expDetail","./sample.txt"
752.984,-5,-2.902,"expDetail","./sample.txt"
752.994,-5,15.079,"expDetail","./sample.txt"
753.004,-5,184.091,"expDetail","./sample.txt"
753.013,-5,52.982,"expDetail","./sample.txt"
753.024,-5,112.368,"expDetail","./sample.txt"
753.034,-5,163.684,"expDetail","./sample.txt"
753.043,-5,103.295,"expDetail","./sample.txt"
753.053,-5,96.123,"expDetail","./sample.txt"
753.063,-5,94.638,"expDetail","./sample.txt"
753.073,-5,157.62,"expDetail","./sample.txt"
753.083,-5,107.953,"expDetail","./sample.txt"
753.093,-5,22.434,"expDetail","./sample.txt"
753.113,-5,35.738,"expDetail","./sample.txt"
753.123,-5,75.797,"expDetail","./sample.txt"
753.132,-5,54.935,"expDetail","./sample.txt"
753.142,-5,52.355,"expDetail","./sample.txt"
753.152,-5,86.674,"expDetail","./sample.txt"
753.171,-5,58.566,"expDetail","./sample.txt"
753.181,-5,79.46,"expDetail","./sample.txt"
753.192,-5,104.679,"expDetail","./sample.txt"
753.202,-5,159.103,"expDetail","./sample.txt"
753.211,-5,164.271,"expDetail","./sample.txt"
753.221,-5,76.572,"expDetail","./sample.txt"
753.231,-5,125.149,"expDetail","./sample.txt"
753.241,-5,48.906,"expDetail","./sample.txt"
753.26,-5,151.759,"expDetail","./sample.txt"
753.27,-5,166.425,"expDetail","./sample.txt"
753.291,-5,75.783,"expDetail","./sample.txt"
753.3,-5,-2010.022,"expDetail","./sample.txt"
753.32,-5,51.555,"expDetail","./sample.txt"
753.33,-5,71.718,"expDetail","./sample.txt"
753.349,-5,141.246,"expDetail","./sample.txt"
753.359,-5,247.708,"expDetail","./sample.txt"
753.369,-5,112.745,"expDetail","./sample.txt"
753.379,-5,147.772,"expDetail","./sample.txt"
753.389,-5,124.587,"expDetail","./sample.txt"
753.399,-5,138.824,"expDetail","./sample.txt"
753.409,-5,95.749,"expDetail","./sample.txt"
753.419,-5,36.763,"expDetail","./sample.txt"
753.428,-5,58.022,"expDetail","./sample.txt"
753.438,-5,160.523,"expDetail","./sample.txt"
753.448,-5,165.924,"expDetail","./sample.txt"
753.458,-5,15.978,"expDetail","./sample.txt"
753.467,-5,114.246,"expDetail","./sample.txt"
753.477,-5,83.326,"expDetail","./sample.txt"
753.488,-5,112.93,"expDetail","./sample.txt"
753.498,-5,57.697,"expDetail","./sample.txt"
753.507,-5,94.48,"expDetail","./sample.txt"
753.517,-5,66.114,"expDetail","./sample.txt"
753.527,-5,40.625,"expDetail","./sample.txt"
753.537,-5,38.558,"expDetail","./sample.txt"
753.546,-5,138.018,"expDetail","./sample.txt"
753.556,-5,66.415,"expDetail","./sample.txt"
753.566,-5,150.31,"expDetail","./sample.txt"
753.577,-5,84.132,"expDetail","./sample.txt"
753.586,-5,157.508,"expDetail","./sample.txt"
753.596,-5,106.447,"expDetail","./sample.txt"
753.606,-5,94.313,"expDetail","./sample.txt"
753.616,-5,68.765,"expDetail","./sample.txt"
753.625,-5,114.086,"expDetail","./sample.txt"
753.635,-5,124.495,"expDetail","./sample.txt"
753.645,-5,140.783,"expDetail","./sample.txt"
753.655,-5,74.841,"expDetail","./sample.txt"
753.665,-5,111.013,"expDetail","./sample.txt"
753.675,-5,4.002,"expDetail","./sample.txt"
753.685,-5,97.637,"expDetail","./sample.txt"
753.695,-5,74.369,"expDetail","./sample.txt"
753.705,-5,150.422,"expDetail","./sample.txt"
753.714,-5,55.573,"expDetail","./sample.txt"
753.724,-5,114.908,"expDetail","./sample.txt"
753.735,-5,172.81,"expDetail","./sample.txt"
753.744,-5,37.83,"expDetail","./sample.txt"
753.754,-5,47.581,"expDetail","./sample.txt"
753.764,-5,90.156,"expDetail","./sample.txt"
753.774,-5,112.599,"expDetail","./sample.txt"
753.784,-5,78.111,"expDetail","./sample.txt"
753.793,-5,83.063,"expDetail","./sample.txt"
753.803,-5,71.602,"expDetail","./sample.txt"
753.813,-5,52.719,"expDetail","./sample.txt"
753.823,-5,74.901,"expDetail","./sample.txt"
753.833,-5,118.174,"expDetail","./sample.txt"
753.843,-5,102.97,"expDetail","./sample.txt"
753.853,-5,59.22,"expDetail","./sample.txt"
753.863,-5,32.278,"expDetail","./sample.txt"
753.873,-5,66.555,"expDetail","./sample.txt"
753.882,-5,96.938,"expDetail","./sample.txt"
753.892,-5,71.664,"expDetail","./sample.txt"
753.902,-5,119.967,"expDetail","./sample.txt"
753.912,-5,115.642,"expDetail","./sample.txt"
753.921,-5,89.981,"expDetail","./sample.txt"
753.932,-5,168.849,"expDetail","./sample.txt"
753.941,-5,7.164,"expDetail","./sample.txt"
753.961,-5,95.799,"expDetail","./sample.txt"
753.971,-5,217.215,"expDetail","./sample.txt"
753.991,-5,95.602,"expDetail","./sample.txt"
754.01,-5,7.963,"expDetail","./sample.txt"
754.02,-5,91.775,"expDetail","./sample.txt"
754.031,-5,42.395,"expDetail","./sample.txt"
754.041,-5,80.377,"expDetail","./sample.txt"
754.05,-5,102.89,"expDetail","./sample.txt"
754.06,-5,66.667,"expDetail","./sample.txt"
754.07,-5,134.544,"expDetail","./sample.txt"
754.08,-5,36.289,"expDetail","./sample.txt"
754.089,-5,136.961,"expDetail","./sample.txt"
754.099,-5,57.098,"expDetail","./sample.txt"
754.109,-5,120.346,"expDetail","./sample.txt"
754.119,-5,67.344,"expDetail","./sample.txt"
754.128,-5,71.015,"expDetail","./sample.txt"
754.139,-5,219.557,"expDetail","./sample.txt"
754.149,-5,101.965,"expDetail","./sample.txt"
754.159,-5,152.158,"expDetail","./sample.txt"
754.168,-5,133.456,"expDetail","./sample.txt"
754.178,-5,195.929,"expDetail","./sample.txt"
754.188,-5,145.642,"expDetail","./sample.txt"
754.198,-5,87.724,"expDetail","./sample.txt"
754.208,-5,76.524,"expDetail","./sample.txt"
754.217,-5,179.676,"expDetail","./sample.txt"
754.228,-5,144.902,"expDetail","./sample.txt"
754.238,-5,99.506,"expDetail","./sample.txt"
754.248,-5,89.426,"expDetail","./sample.txt"
754.257,-5,82.246,"expDetail","./sample.txt"
754.267,-5,65.682,"expDetail","./sample.txt"
754.277,-5,86.834,"expDetail","./sample.txt"
754.287,-5,63.91,"expDetail","./sample.txt"
754.296,-5,19.42,"expDetail","./sample.txt"
754.306,-5,63.395,"expDetail","./sample.txt"
754.317,-5,26.982,"expDetail","./sample.txt"
754.326,-5,72.848,"expDetail","./sample.txt"
754.336,-5,-13.393,"expDetail","./sample.txt"
754.346,-5,50.92,"expDetail","./sample.txt"
754.356,-5,147.963,"expDetail","./sample.txt"
754.366,-5,36.084,"expDetail","./sample.txt"
754.375,-5,55.642,"expDetail","./sample.txt"
754.386,-5,61.213,"expDetail","./sample.txt"
754.395,-5,11.189,"expDetail","./sample.txt"
754.405,-5,-11.263,"expDetail","./sample.txt"
754.415,-5,17.153,"expDetail","./sample.txt"
754.425,-5,64.057,"expDetail","./sample.txt"
754.435,-5,44.327,"expDetail","./sample.txt"
754.445,-5,64.638,"expDetail","./sample.txt"
754.455,-5,41.093,"expDetail","./sample.txt"
754.464,-5,35.262,"expDetail","./sample.txt"
754.474,-5,118.566,"expDetail","./sample.txt"
754.484,-5,72.428,"expDetail","./sample.txt"
754.494,-5,124.891,"expDetail","./sample.txt"
754.504,-5,60.886,"expDetail","./sample.txt"
754.514,-5,130.471,"expDetail","./sample.txt"
754.524,-5,83.066,"expDetail","./sample.txt"
754.534,-5,105.536,"expDetail","./sample.txt"
754.543,-5,187.74,"expDetail","./sample.txt"
754.563,-5,104.61,"expDetail","./sample.txt"
754.573,-5,-25.838,"expDetail","./sample.txt"
754.583,-5,86.693,"expDetail","./sample.txt"
754.593,-5,40.49,"expDetail","./sample.txt"
754.613,-5,160.091,"expDetail","./sample.txt"
754.623,-5,96.934,"expDetail","./sample.txt"
754.632,-5,148.629,"expDetail","./sample.txt"
754.642,-5,104.153,"expDetail","./sample.txt"
754.652,-5,8.019,"expDetail","./sample.txt"
754.671,-5,81.408,"expDetail","./sample.txt"
754.681,-5,120.973,"expDetail","./sample.txt"
754.691,-5,96.549,"expDetail","./sample.txt"
754.702,-5,80.81,"expDetail","./sample.txt"
754.711,-5,82.394,"expDetail","./sample.txt"
754.721,-5,121.864,"expDetail","./sample.txt"
754.731,-5,130.896,"expDetail","./sample.txt"
754.742,-5,96.205,"expDetail","./sample.txt"
754.75,-5,131.716,"expDetail","./sample.txt"
754.76,-5,137.015,"expDetail","./sample.txt"
754.77,-5,99.601,"expDetail","./sample.txt"
754.78,-5,153.005,"expDetail","./sample.txt"
754.791,-5,88.719,"expDetail","./sample.txt"
754.8,-5,102.019,"expDetail","./sample.txt"
754.81,-5,84.02,"expDetail","./sample.txt"
754.82,-5,179.066,"expDetail","./sample.txt"
754.83,-5,92.024,"expDetail","./sample.txt"
754.839,-5,74.782,"expDetail","./sample.txt"
754.849,-5,69.736,"expDetail","./sample.txt"
754.859,-5,119.03,"expDetail","./sample.txt"
754.878,-5,164.434,"expDetail","./sample.txt"
754.889,-5,108.545,"expDetail","./sample.txt"
754.899,-5,87.923,"expDetail","./sample.txt"
754.909,-5,36.402,"expDetail","./sample.txt"
754.918,-5,-34.436,"expDetail","./sample.txt"
754.928,-5,85.751,"expDetail","./sample.txt"
754.938,-5,104.566,"expDetail","./sample.txt"
754.948,-5,60.705,"expDetail","./sample.txt"
754.958,-5,116.582,"expDetail","./sample.txt"
754.967,-5,-8.026,"expDetail","./sample.txt"
754.978,-5,-1.486,"expDetail","./sample.txt"
754.988,-5,41.313,"expDetail","./sample.txt"
754.998,-5,122.443,"expDetail","./sample.txt"
755.007,-5,29.027,"expDetail","./sample.txt"
755.017,-5,89.41,"expDetail","./sample.txt"
755.027,-5,53.414,"expDetail","./sample.txt"
755.037,-5,26.862,"expDetail","./sample.txt"
755.046,-5,-5.168,"expDetail","./sample.txt"
755.056,-5,26.202,"expDetail","./sample.txt"
755.077,-5,32.242,"expDetail","./sample.txt"
755.086,-5,116.098,"expDetail","./sample.txt"
755.096,-5,44.746,"expDetail","./sample.txt"
755.106,-5,116.218,"expDetail","./sample.txt"
755.116,-5,56.256,"expDetail","./sample.txt"
755.125,-5,51.742,"expDetail","./sample.txt"
755.135,-5,75.252,"expDetail","./sample.txt"
755.145,-5,144.63,"expDetail","./sample.txt"
755.155,-5,72.658,"expDetail","./sample.txt"
755.166,-5,162.405,"expDetail","./sample.txt"
755.175,-5,85.961,"expDetail","./sample.txt"
755.185,-5,136.342,"expDetail","./sample.txt"
755.195,-5,177.798,"expDetail","./sample.txt"
755.205,-5,138.25,"expDetail","./sample.txt"
755.214,-5,129.204,"expDetail","./sample.txt"
755.224,-5,146.843,"expDetail","./sample.txt"
755.234,-5,135.524,"expDetail","./sample.txt"
755.244,-5,111.648,"expDetail","./sample.txt"
755.253,-5,48.256,"expDetail","./sample.txt"
755.264,-5,132.568,"expDetail","./sample.txt"
755.274,-5,118.216,"expDetail","./sample.txt"
755.284,-5,102.689,"expDetail","./sample.txt"
755.293,-5,69.185,"expDetail","./sample.txt"
755.303,-5,95.006,"expDetail","./sample.txt"
755.313,-5,-0.089,"expDetail","./sample.txt"
755.323,-5,127.909,"expDetail","./sample.txt"
755.333,-5,149.207,"expDetail","./sample.txt"
755.343,-5,97.741,"expDetail","./sample.txt"
755.352,-5,138.926,"expDetail","./sample.txt"
755.363,-5,140.077,"expDetail","./sample.txt"
755.373,-5,60.744,"expDetail","./sample.txt"
755.382,-5,95.841,"expDetail","./sample.txt"
755.392,-5,173.611,"expDetail","./sample.txt"
755.402,-5,192.463,"expDetail","./sample.txt"
755.412,-5,67.547,"expDetail","./sample.txt"
755.452,-5,76.723,"expDetail","./sample.txt"
755.461,-5,220.79,"expDetail","./sample.txt"
755.471,-5,59.639,"expDetail","./sample.txt"
755.481,-5,64.628,"expDetail","./sample.txt"
755.491,-5,109.814,"expDetail","./sample.txt"
755.5,-5,115.29,"expDetail","./sample.txt"
755.52,-5,124.05,"expDetail","./sample.txt"
755.531,-5,74.866,"expDetail","./sample.txt"
