"Time_sec","MagnetsZ_mm","Extension_nm","expDetail","id"
2591.993,-2,246.51,"expDetail","./sample.txt"
2592.002,-2,229.836,"expDetail","./sample.txt"
2592.012,-2,218.89,"expDetail","./sample.txt"
2592.023,-2,228.151,"expDetail","./sample.txt"
2592.033,-2,235.29,"expDetail","./sample.txt"
2592.042,-2,243.701,"expDetail","./sample.txt"
2592.052,-2,241.337,"expDetail","./sample.txt"
2592.062,-2,243.315,"expDetail","./sample.txt"
2592.072,-2,234.783,"expDetail","./sample.txt"
2592.082,-2,222.198,"expDetail","./sample.txt"
2592.091,-2,226.204,"expDetail","./sample.txt"
2592.103,-2,228.629,"expDetail","./sample.txt"
2592.111,-2,236.886,"expDetail","./sample.txt"
2592.122,-2,238.415,"expDetail","./sample.txt"
2592.131,-2,229.847,"expDetail","./sample.txt"
2592.141,-2,252.637,"expDetail","./sample.txt"
2592.151,-2,236.329,"expDetail","./sample.txt"
2592.161,-2,221.887,"expDetail","./sample.txt"
2592.17,-2,232.838,"expDetail","./sample.txt"
2592.18,-2,216.99,"expDetail","./sample.txt"
2592.19,-2,229.448,"expDetail","./sample.txt"
2592.201,-2,239.579,"expDetail","./sample.txt"
2592.21,-2,233.225,"expDetail","./sample.txt"
2592.22,-2,195.532,"expDetail","./sample.txt"
2592.23,-2,226.364,"expDetail","./sample.txt"
2592.24,-2,235.817,"expDetail","./sample.txt"
2592.249,-2,235.729,"expDetail","./sample.txt"
2592.259,-2,242.485,"expDetail","./sample.txt"
2592.269,-2,236.971,"expDetail","./sample.txt"
2592.279,-2,242.278,"expDetail","./sample.txt"
2592.289,-2,248.777,"expDetail","./sample.txt"
2592.299,-2,222.499,"expDetail","./sample.txt"
2592.309,-2,239.956,"expDetail","./sample.txt"
2592.319,-2,258.061,"expDetail","./sample.txt"
2592.329,-2,250.583,"expDetail","./sample.txt"
2592.338,-2,244.592,"expDetail","./sample.txt"
2592.348,-2,243.985,"expDetail","./sample.txt"
2592.358,-2,232.395,"expDetail","./sample.txt"
2592.368,-2,232.816,"expDetail","./sample.txt"
2592.377,-2,242.893,"expDetail","./sample.txt"
2592.388,-2,248.772,"expDetail","./sample.txt"
2592.398,-2,223.546,"expDetail","./sample.txt"
2592.408,-2,260.311,"expDetail","./sample.txt"
2592.417,-2,246.882,"expDetail","./sample.txt"
2592.427,-2,233.345,"expDetail","./sample.txt"
2592.437,-2,239.924,"expDetail","./sample.txt"
2592.447,-2,209.884,"expDetail","./sample.txt"
2592.457,-2,238.673,"expDetail","./sample.txt"
2592.466,-2,226.877,"expDetail","./sample.txt"
2592.476,-2,234.949,"expDetail","./sample.txt"
2592.487,-2,222.584,"expDetail","./sample.txt"
2592.497,-2,244.762,"expDetail","./sample.txt"
2592.506,-2,213.554,"expDetail","./sample.txt"
2592.516,-2,224.134,"expDetail","./sample.txt"
2592.526,-2,238.777,"expDetail","./sample.txt"
2592.536,-2,244.792,"expDetail","./sample.txt"
2592.545,-2,233.306,"expDetail","./sample.txt"
2592.555,-2,240.923,"expDetail","./sample.txt"
2592.565,-2,251.402,"expDetail","./sample.txt"
2592.575,-2,232.534,"expDetail","./sample.txt"
2592.584,-2,226.652,"expDetail","./sample.txt"
2592.595,-2,228.783,"expDetail","./sample.txt"
2592.605,-2,266.081,"expDetail","./sample.txt"
2592.615,-2,241.281,"expDetail","./sample.txt"
2592.624,-2,226.788,"expDetail","./sample.txt"
2592.634,-2,201.679,"expDetail","./sample.txt"
2592.644,-2,261.75,"expDetail","./sample.txt"
2592.654,-2,257.696,"expDetail","./sample.txt"
2592.664,-2,232.774,"expDetail","./sample.txt"
2592.674,-2,213.646,"expDetail","./sample.txt"
2592.684,-2,236.745,"expDetail","./sample.txt"
2592.694,-2,238.228,"expDetail","./sample.txt"
2592.704,-2,230.666,"expDetail","./sample.txt"
2592.713,-2,239.86,"expDetail","./sample.txt"
2592.723,-2,235.073,"expDetail","./sample.txt"
2592.733,-2,255.169,"expDetail","./sample.txt"
2592.743,-2,253.119,"expDetail","./sample.txt"
2592.752,-2,232.733,"expDetail","./sample.txt"
2592.762,-2,270.091,"expDetail","./sample.txt"
2592.773,-2,220.047,"expDetail","./sample.txt"
2592.783,-2,223.511,"expDetail","./sample.txt"
2592.792,-2,226.735,"expDetail","./sample.txt"
2592.802,-2,242.328,"expDetail","./sample.txt"
2592.812,-2,244.781,"expDetail","./sample.txt"
2592.822,-2,222.967,"expDetail","./sample.txt"
2592.832,-2,234.77,"expDetail","./sample.txt"
2592.841,-2,231.856,"expDetail","./sample.txt"
2592.851,-2,222.227,"expDetail","./sample.txt"
2592.862,-2,251.032,"expDetail","./sample.txt"
2592.872,-2,227.573,"expDetail","./sample.txt"
2592.881,-2,237.277,"expDetail","./sample.txt"
2592.891,-2,212.379,"expDetail","./sample.txt"
2592.901,-2,225.665,"expDetail","./sample.txt"
2592.911,-2,221.149,"expDetail","./sample.txt"
2592.92,-2,203.947,"expDetail","./sample.txt"
2592.93,-2,221.825,"expDetail","./sample.txt"
2592.94,-2,240.291,"expDetail","./sample.txt"
2592.951,-2,248.729,"expDetail","./sample.txt"
2592.96,-2,258.211,"expDetail","./sample.txt"
2592.97,-2,224.309,"expDetail","./sample.txt"
2592.98,-2,245.385,"expDetail","./sample.txt"
2592.99,-2,255.765,"expDetail","./sample.txt"
2592.999,-2,231.74,"expDetail","./sample.txt"
2593.009,-2,229.506,"expDetail","./sample.txt"
2593.019,-2,204.131,"expDetail","./sample.txt"
2593.029,-2,229.964,"expDetail","./sample.txt"
2593.04,-2,211.307,"expDetail","./sample.txt"
2593.049,-2,212.117,"expDetail","./sample.txt"
2593.059,-2,232.242,"expDetail","./sample.txt"
2593.069,-2,210.203,"expDetail","./sample.txt"
2593.079,-2,236.168,"expDetail","./sample.txt"
2593.088,-2,237.218,"expDetail","./sample.txt"
2593.098,-2,239.6,"expDetail","./sample.txt"
2593.108,-2,247.174,"expDetail","./sample.txt"
2593.118,-2,245.51,"expDetail","./sample.txt"
2593.127,-2,235.531,"expDetail","./sample.txt"
2593.137,-2,231.107,"expDetail","./sample.txt"
2593.148,-2,249.93,"expDetail","./sample.txt"
2593.158,-2,216.385,"expDetail","./sample.txt"
2593.167,-2,243.541,"expDetail","./sample.txt"
2593.177,-2,240.223,"expDetail","./sample.txt"
2593.187,-2,228.599,"expDetail","./sample.txt"
2593.198,-2,217.098,"expDetail","./sample.txt"
2593.207,-2,228.461,"expDetail","./sample.txt"
2593.216,-2,243.296,"expDetail","./sample.txt"
2593.226,-2,241.923,"expDetail","./sample.txt"
2593.237,-2,247.392,"expDetail","./sample.txt"
2593.247,-2,249.985,"expDetail","./sample.txt"
2593.256,-2,233.941,"expDetail","./sample.txt"
2593.266,-2,227.368,"expDetail","./sample.txt"
2593.276,-2,211.986,"expDetail","./sample.txt"
2593.286,-2,251.164,"expDetail","./sample.txt"
2593.295,-2,247.062,"expDetail","./sample.txt"
2593.306,-2,223.448,"expDetail","./sample.txt"
2593.315,-2,235.478,"expDetail","./sample.txt"
2593.325,-2,229.243,"expDetail","./sample.txt"
2593.334,-2,244.662,"expDetail","./sample.txt"
2593.344,-2,247.924,"expDetail","./sample.txt"
2593.354,-2,244.263,"expDetail","./sample.txt"
2593.364,-2,260.239,"expDetail","./sample.txt"
2593.374,-2,237.853,"expDetail","./sample.txt"
2593.383,-2,235.818,"expDetail","./sample.txt"
2593.393,-2,225.639,"expDetail","./sample.txt"
2593.403,-2,228.31,"expDetail","./sample.txt"
2593.413,-2,231.737,"expDetail","./sample.txt"
2593.422,-2,238.454,"expDetail","./sample.txt"
2593.433,-2,208.781,"expDetail","./sample.txt"
2593.443,-2,237.122,"expDetail","./sample.txt"
2593.453,-2,239.454,"expDetail","./sample.txt"
2593.462,-2,247.176,"expDetail","./sample.txt"
2593.472,-2,232.457,"expDetail","./sample.txt"
2593.482,-2,248.47,"expDetail","./sample.txt"
2593.492,-2,257.641,"expDetail","./sample.txt"
2593.501,-2,227.621,"expDetail","./sample.txt"
2593.512,-2,223.041,"expDetail","./sample.txt"
2593.522,-2,231.363,"expDetail","./sample.txt"
2593.532,-2,244.022,"expDetail","./sample.txt"
2593.541,-2,218.702,"expDetail","./sample.txt"
2593.551,-2,244.42,"expDetail","./sample.txt"
2593.561,-2,242.437,"expDetail","./sample.txt"
2593.571,-2,236.705,"expDetail","./sample.txt"
2593.581,-2,255.881,"expDetail","./sample.txt"
2593.59,-2,256.705,"expDetail","./sample.txt"
2593.6,-2,256.459,"expDetail","./sample.txt"
2593.611,-2,230.521,"expDetail","./sample.txt"
2593.621,-2,241.477,"expDetail","./sample.txt"
2593.63,-2,226.928,"expDetail","./sample.txt"
2593.64,-2,207.288,"expDetail","./sample.txt"
2593.65,-2,194.102,"expDetail","./sample.txt"
2593.66,-2,225.007,"expDetail","./sample.txt"
2593.669,-2,223.952,"expDetail","./sample.txt"
2593.679,-2,240.674,"expDetail","./sample.txt"
2593.689,-2,265.596,"expDetail","./sample.txt"
2593.699,-2,239.793,"expDetail","./sample.txt"
2593.709,-2,221.766,"expDetail","./sample.txt"
2593.719,-2,254.08,"expDetail","./sample.txt"
2593.729,-2,249.905,"expDetail","./sample.txt"
2593.739,-2,225.848,"expDetail","./sample.txt"
2593.749,-2,241.141,"expDetail","./sample.txt"
2593.758,-2,217.48,"expDetail","./sample.txt"
2593.768,-2,233.96,"expDetail","./sample.txt"
2593.778,-2,255.667,"expDetail","./sample.txt"
2593.788,-2,242.787,"expDetail","./sample.txt"
2593.798,-2,241.43,"expDetail","./sample.txt"
2593.808,-2,217.48,"expDetail","./sample.txt"
2593.818,-2,219.882,"expDetail","./sample.txt"
2593.828,-2,255.761,"expDetail","./sample.txt"
2593.837,-2,246.963,"expDetail","./sample.txt"
2593.847,-2,255.063,"expDetail","./sample.txt"
2593.857,-2,236.741,"expDetail","./sample.txt"
2593.867,-2,254.478,"expDetail","./sample.txt"
2593.876,-2,234.062,"expDetail","./sample.txt"
2593.886,-2,215.856,"expDetail","./sample.txt"
2593.897,-2,233.464,"expDetail","./sample.txt"
2593.907,-2,216.285,"expDetail","./sample.txt"
2593.916,-2,247.217,"expDetail","./sample.txt"
2593.926,-2,226.166,"expDetail","./sample.txt"
2593.936,-2,217.554,"expDetail","./sample.txt"
2593.946,-2,231.678,"expDetail","./sample.txt"
2593.956,-2,240.646,"expDetail","./sample.txt"
2593.965,-2,248.569,"expDetail","./sample.txt"
2593.977,-2,239.271,"expDetail","./sample.txt"
2593.986,-2,220.436,"expDetail","./sample.txt"
2593.996,-2,261.423,"expDetail","./sample.txt"
2594.005,-2,223.722,"expDetail","./sample.txt"
2594.015,-2,206.896,"expDetail","./sample.txt"
2594.025,-2,232.808,"expDetail","./sample.txt"
2594.035,-2,238.675,"expDetail","./sample.txt"
2594.044,-2,235.89,"expDetail","./sample.txt"
2594.054,-2,230.523,"expDetail","./sample.txt"
2594.064,-2,249.184,"expDetail","./sample.txt"
2594.074,-2,220.816,"expDetail","./sample.txt"
2594.084,-2,223.163,"expDetail","./sample.txt"
2594.094,-2,257.124,"expDetail","./sample.txt"
2594.104,-2,242.241,"expDetail","./sample.txt"
2594.115,-2,220.018,"expDetail","./sample.txt"
2594.124,-2,251.663,"expDetail","./sample.txt"
2594.133,-2,246.893,"expDetail","./sample.txt"
2594.143,-2,231.49,"expDetail","./sample.txt"
2594.153,-2,240.606,"expDetail","./sample.txt"
2594.164,-2,209.383,"expDetail","./sample.txt"
2594.173,-2,213.951,"expDetail","./sample.txt"
2594.183,-2,218.531,"expDetail","./sample.txt"
2594.193,-2,199.515,"expDetail","./sample.txt"
2594.203,-2,259.484,"expDetail","./sample.txt"
2594.212,-2,239.467,"expDetail","./sample.txt"
2594.222,-2,243.08,"expDetail","./sample.txt"
2594.233,-2,256.957,"expDetail","./sample.txt"
2594.242,-2,228.028,"expDetail","./sample.txt"
2594.251,-2,234.756,"expDetail","./sample.txt"
2594.262,-2,258.003,"expDetail","./sample.txt"
2594.272,-2,239.634,"expDetail","./sample.txt"
2594.282,-2,239.437,"expDetail","./sample.txt"
2594.291,-2,238.181,"expDetail","./sample.txt"
2594.301,-2,248.976,"expDetail","./sample.txt"
2594.311,-2,222.865,"expDetail","./sample.txt"
2594.321,-2,232.946,"expDetail","./sample.txt"
2594.332,-2,256.771,"expDetail","./sample.txt"
2594.34,-2,237.685,"expDetail","./sample.txt"
2594.351,-2,255.502,"expDetail","./sample.txt"
2594.361,-2,242.286,"expDetail","./sample.txt"
2594.371,-2,243.706,"expDetail","./sample.txt"
2594.38,-2,252.488,"expDetail","./sample.txt"
2594.39,-2,245.383,"expDetail","./sample.txt"
2594.4,-2,245.914,"expDetail","./sample.txt"
2594.411,-2,227.067,"expDetail","./sample.txt"
2594.419,-2,216.89,"expDetail","./sample.txt"
2594.429,-2,245.238,"expDetail","./sample.txt"
2594.439,-2,219.975,"expDetail","./sample.txt"
2594.45,-2,252.708,"expDetail","./sample.txt"
2594.459,-2,241.747,"expDetail","./sample.txt"
2594.469,-2,223.451,"expDetail","./sample.txt"
2594.479,-2,230.723,"expDetail","./sample.txt"
2594.489,-2,219.931,"expDetail","./sample.txt"
2594.499,-2,246.113,"expDetail","./sample.txt"
2594.508,-2,228.235,"expDetail","./sample.txt"
2594.518,-2,218.565,"expDetail","./sample.txt"
2594.529,-2,250.262,"expDetail","./sample.txt"
2594.539,-2,262.872,"expDetail","./sample.txt"
2594.548,-2,228.476,"expDetail","./sample.txt"
2594.558,-2,229.135,"expDetail","./sample.txt"
2594.568,-2,224.216,"expDetail","./sample.txt"
2594.578,-2,210.801,"expDetail","./sample.txt"
2594.587,-2,229.467,"expDetail","./sample.txt"
2594.597,-2,230.12,"expDetail","./sample.txt"
2594.607,-2,230.964,"expDetail","./sample.txt"
2594.617,-2,221.743,"expDetail","./sample.txt"
2594.626,-2,218.102,"expDetail","./sample.txt"
2594.637,-2,235.287,"expDetail","./sample.txt"
2594.647,-2,231.772,"expDetail","./sample.txt"
2594.657,-2,222.223,"expDetail","./sample.txt"
2594.666,-2,238.046,"expDetail","./sample.txt"
2594.676,-2,203.991,"expDetail","./sample.txt"
2594.686,-2,240.23,"expDetail","./sample.txt"
2594.696,-2,247.046,"expDetail","./sample.txt"
2594.707,-2,239.072,"expDetail","./sample.txt"
2594.715,-2,212.405,"expDetail","./sample.txt"
2594.725,-2,208.862,"expDetail","./sample.txt"
2594.735,-2,241.057,"expDetail","./sample.txt"
2594.746,-2,244.803,"expDetail","./sample.txt"
2594.755,-2,222.976,"expDetail","./sample.txt"
2594.765,-2,246.48,"expDetail","./sample.txt"
2594.775,-2,227.325,"expDetail","./sample.txt"
2594.785,-2,218.162,"expDetail","./sample.txt"
2594.794,-2,241.335,"expDetail","./sample.txt"
2594.806,-2,224.253,"expDetail","./sample.txt"
2594.815,-2,214.736,"expDetail","./sample.txt"
2594.825,-2,237.147,"expDetail","./sample.txt"
2594.834,-2,235.505,"expDetail","./sample.txt"
2594.844,-2,216.994,"expDetail","./sample.txt"
2594.854,-2,226.637,"expDetail","./sample.txt"
2594.864,-2,228.218,"expDetail","./sample.txt"
2594.874,-2,240.482,"expDetail","./sample.txt"
2594.883,-2,237.14,"expDetail","./sample.txt"
2594.893,-2,246.766,"expDetail","./sample.txt"
2594.903,-2,255.546,"expDetail","./sample.txt"
2594.914,-2,248.039,"expDetail","./sample.txt"
2594.923,-2,239.452,"expDetail","./sample.txt"
2594.933,-2,245.069,"expDetail","./sample.txt"
2594.943,-2,221.175,"expDetail","./sample.txt"
2594.953,-2,227.059,"expDetail","./sample.txt"
2594.962,-2,234.509,"expDetail","./sample.txt"
2594.972,-2,257.802,"expDetail","./sample.txt"
2594.982,-2,233.392,"expDetail","./sample.txt"
2594.992,-2,230.285,"expDetail","./sample.txt"
2595.001,-2,249.102,"expDetail","./sample.txt"
2595.012,-2,243.264,"expDetail","./sample.txt"
2595.022,-2,237.875,"expDetail","./sample.txt"
2595.032,-2,243.232,"expDetail","./sample.txt"
2595.041,-2,251.048,"expDetail","./sample.txt"
2595.051,-2,249.125,"expDetail","./sample.txt"
2595.062,-2,227.596,"expDetail","./sample.txt"
2595.071,-2,247.555,"expDetail","./sample.txt"
2595.081,-2,228.505,"expDetail","./sample.txt"
2595.09,-2,247.141,"expDetail","./sample.txt"
2595.1,-2,264.915,"expDetail","./sample.txt"
2595.11,-2,214.467,"expDetail","./sample.txt"
2595.121,-2,232.147,"expDetail","./sample.txt"
2595.13,-2,224.02,"expDetail","./sample.txt"
2595.14,-2,252.483,"expDetail","./sample.txt"
2595.15,-2,217.07,"expDetail","./sample.txt"
2595.16,-2,255.283,"expDetail","./sample.txt"
2595.169,-2,248.847,"expDetail","./sample.txt"
2595.179,-2,238.112,"expDetail","./sample.txt"
2595.19,-2,233.317,"expDetail","./sample.txt"
2595.2,-2,215.826,"expDetail","./sample.txt"
2595.209,-2,235.001,"expDetail","./sample.txt"
2595.219,-2,252.655,"expDetail","./sample.txt"
2595.229,-2,239.342,"expDetail","./sample.txt"
2595.239,-2,237.426,"expDetail","./sample.txt"
2595.249,-2,264.15,"expDetail","./sample.txt"
2595.26,-2,237.205,"expDetail","./sample.txt"
2595.268,-2,229.043,"expDetail","./sample.txt"
2595.278,-2,258.649,"expDetail","./sample.txt"
2595.288,-2,241.584,"expDetail","./sample.txt"
2595.298,-2,247.824,"expDetail","./sample.txt"
2595.308,-2,227.622,"expDetail","./sample.txt"
2595.318,-2,224.404,"expDetail","./sample.txt"
2595.328,-2,243.378,"expDetail","./sample.txt"
2595.337,-2,260.421,"expDetail","./sample.txt"
2595.347,-2,236.292,"expDetail","./sample.txt"
2595.357,-2,255.542,"expDetail","./sample.txt"
2595.367,-2,255.209,"expDetail","./sample.txt"
2595.376,-2,228.638,"expDetail","./sample.txt"
2595.387,-2,241.735,"expDetail","./sample.txt"
2595.397,-2,231.08,"expDetail","./sample.txt"
2595.407,-2,226.72,"expDetail","./sample.txt"
2595.416,-2,218.492,"expDetail","./sample.txt"
2595.426,-2,209.913,"expDetail","./sample.txt"
2595.436,-2,229.856,"expDetail","./sample.txt"
2595.446,-2,260.936,"expDetail","./sample.txt"
2595.456,-2,226.587,"expDetail","./sample.txt"
2595.466,-2,227.618,"expDetail","./sample.txt"
2595.476,-2,243.214,"expDetail","./sample.txt"
2595.486,-2,227.697,"expDetail","./sample.txt"
2595.496,-2,254.711,"expDetail","./sample.txt"
2595.505,-2,231.347,"expDetail","./sample.txt"
2595.515,-2,237.029,"expDetail","./sample.txt"
2595.525,-2,256.556,"expDetail","./sample.txt"
2595.535,-2,241.284,"expDetail","./sample.txt"
2595.544,-2,245.583,"expDetail","./sample.txt"
2595.554,-2,225.408,"expDetail","./sample.txt"
2595.565,-2,234.96,"expDetail","./sample.txt"
2595.575,-2,248.583,"expDetail","./sample.txt"
2595.584,-2,236.703,"expDetail","./sample.txt"
2595.594,-2,221.332,"expDetail","./sample.txt"
2595.604,-2,245.675,"expDetail","./sample.txt"
2595.614,-2,256.037,"expDetail","./sample.txt"
2595.624,-2,248.267,"expDetail","./sample.txt"
2595.633,-2,231.567,"expDetail","./sample.txt"
2595.643,-2,235.755,"expDetail","./sample.txt"
2595.654,-2,205.095,"expDetail","./sample.txt"
2595.663,-2,254.749,"expDetail","./sample.txt"
2595.673,-2,232.529,"expDetail","./sample.txt"
2595.683,-2,228.604,"expDetail","./sample.txt"
2595.693,-2,248.428,"expDetail","./sample.txt"
2595.703,-2,221.065,"expDetail","./sample.txt"
2595.712,-2,220.313,"expDetail","./sample.txt"
2595.722,-2,236.115,"expDetail","./sample.txt"
2595.732,-2,253.391,"expDetail","./sample.txt"
2595.742,-2,228.476,"expDetail","./sample.txt"
2595.752,-2,248.343,"expDetail","./sample.txt"
2595.762,-2,230.456,"expDetail","./sample.txt"
2595.772,-2,217.172,"expDetail","./sample.txt"
2595.782,-2,199.626,"expDetail","./sample.txt"
2595.791,-2,240.472,"expDetail","./sample.txt"
2595.801,-2,241.25,"expDetail","./sample.txt"
2595.811,-2,198.645,"expDetail","./sample.txt"
2595.821,-2,258.611,"expDetail","./sample.txt"
2595.831,-2,230.468,"expDetail","./sample.txt"
2595.84,-2,238.523,"expDetail","./sample.txt"
2595.851,-2,243.387,"expDetail","./sample.txt"
2595.861,-2,260.059,"expDetail","./sample.txt"
2595.871,-2,232.848,"expDetail","./sample.txt"
2595.88,-2,243.108,"expDetail","./sample.txt"
2595.89,-2,224.595,"expDetail","./sample.txt"
2595.9,-2,214.378,"expDetail","./sample.txt"
2595.91,-2,233.422,"expDetail","./sample.txt"
2595.919,-2,244.251,"expDetail","./sample.txt"
2595.929,-2,257.858,"expDetail","./sample.txt"
2595.939,-2,280.035,"expDetail","./sample.txt"
2595.949,-2,217.969,"expDetail","./sample.txt"
2595.959,-2,240.76,"expDetail","./sample.txt"
2595.969,-2,243.335,"expDetail","./sample.txt"
2595.979,-2,234.521,"expDetail","./sample.txt"
2595.989,-2,251.183,"expDetail","./sample.txt"
2595.999,-2,213.033,"expDetail","./sample.txt"
2596.008,-2,231.536,"expDetail","./sample.txt"
2596.018,-2,240.466,"expDetail","./sample.txt"
2596.028,-2,228.618,"expDetail","./sample.txt"
2596.038,-2,214.606,"expDetail","./sample.txt"
2596.048,-2,254.839,"expDetail","./sample.txt"
2596.058,-2,222.685,"expDetail","./sample.txt"
2596.068,-2,251.218,"expDetail","./sample.txt"
2596.078,-2,246.357,"expDetail","./sample.txt"
2596.087,-2,236.934,"expDetail","./sample.txt"
2596.097,-2,229.55,"expDetail","./sample.txt"
2596.107,-2,231.277,"expDetail","./sample.txt"
2596.117,-2,228.424,"expDetail","./sample.txt"
2596.126,-2,229.79,"expDetail","./sample.txt"
2596.136,-2,221.598,"expDetail","./sample.txt"
2596.147,-2,244.062,"expDetail","./sample.txt"
2596.157,-2,257.424,"expDetail","./sample.txt"
2596.166,-2,226.606,"expDetail","./sample.txt"
2596.176,-2,247.858,"expDetail","./sample.txt"
2596.186,-2,231.323,"expDetail","./sample.txt"
2596.197,-2,233.236,"expDetail","./sample.txt"
2596.206,-2,226.687,"expDetail","./sample.txt"
2596.215,-2,214.076,"expDetail","./sample.txt"
2596.226,-2,238.235,"expDetail","./sample.txt"
2596.236,-2,240.389,"expDetail","./sample.txt"
2596.246,-2,250.516,"expDetail","./sample.txt"
2596.255,-2,226.553,"expDetail","./sample.txt"
2596.265,-2,230.18,"expDetail","./sample.txt"
2596.275,-2,255.588,"expDetail","./sample.txt"
2596.285,-2,251.695,"expDetail","./sample.txt"
2596.294,-2,230.413,"expDetail","./sample.txt"
2596.304,-2,253.922,"expDetail","./sample.txt"
2596.314,-2,224.08,"expDetail","./sample.txt"
2596.325,-2,243.013,"expDetail","./sample.txt"
2596.334,-2,227.612,"expDetail","./sample.txt"
2596.344,-2,233.356,"expDetail","./sample.txt"
2596.354,-2,234.949,"expDetail","./sample.txt"
2596.364,-2,245.998,"expDetail","./sample.txt"
2596.374,-2,231.912,"expDetail","./sample.txt"
2596.383,-2,254.57,"expDetail","./sample.txt"
2596.393,-2,244.185,"expDetail","./sample.txt"
2596.403,-2,265.281,"expDetail","./sample.txt"
2596.414,-2,239.349,"expDetail","./sample.txt"
2596.423,-2,235.217,"expDetail","./sample.txt"
2596.433,-2,231.522,"expDetail","./sample.txt"
2596.443,-2,222.148,"expDetail","./sample.txt"
2596.453,-2,258.798,"expDetail","./sample.txt"
2596.462,-2,208.473,"expDetail","./sample.txt"
2596.472,-2,232.502,"expDetail","./sample.txt"
2596.482,-2,218.668,"expDetail","./sample.txt"
2596.492,-2,248.64,"expDetail","./sample.txt"
2596.502,-2,239.39,"expDetail","./sample.txt"
2596.512,-2,219.888,"expDetail","./sample.txt"
2596.522,-2,207.561,"expDetail","./sample.txt"
2596.532,-2,243.861,"expDetail","./sample.txt"
2596.541,-2,234.35,"expDetail","./sample.txt"
2596.551,-2,249.403,"expDetail","./sample.txt"
2596.561,-2,249.689,"expDetail","./sample.txt"
2596.571,-2,239.734,"expDetail","./sample.txt"
2596.581,-2,248.532,"expDetail","./sample.txt"
2596.59,-2,237.954,"expDetail","./sample.txt"
2596.601,-2,245.849,"expDetail","./sample.txt"
2596.611,-2,237.755,"expDetail","./sample.txt"
2596.621,-2,239.635,"expDetail","./sample.txt"
2596.63,-2,235.487,"expDetail","./sample.txt"
2596.64,-2,235.5,"expDetail","./sample.txt"
2596.65,-2,233.186,"expDetail","./sample.txt"
2596.66,-2,250.815,"expDetail","./sample.txt"
2596.669,-2,245.015,"expDetail","./sample.txt"
2596.679,-2,239.496,"expDetail","./sample.txt"
2596.689,-2,236.995,"expDetail","./sample.txt"
2596.7,-2,232.411,"expDetail","./sample.txt"
2596.709,-2,239.892,"expDetail","./sample.txt"
2596.719,-2,230.731,"expDetail","./sample.txt"
2596.729,-2,218.185,"expDetail","./sample.txt"
2596.739,-2,241.612,"expDetail","./sample.txt"
2596.749,-2,223.048,"expDetail","./sample.txt"
2596.758,-2,231.371,"expDetail","./sample.txt"
2596.768,-2,235.764,"expDetail","./sample.txt"
2596.779,-2,210.922,"expDetail","./sample.txt"
2596.789,-2,236.787,"expDetail","./sample.txt"
2596.798,-2,233.499,"expDetail","./sample.txt"
2596.808,-2,234.041,"expDetail","./sample.txt"
2596.818,-2,245.137,"expDetail","./sample.txt"
2596.828,-2,230.771,"expDetail","./sample.txt"
2596.837,-2,248.938,"expDetail","./sample.txt"
2596.847,-2,216.727,"expDetail","./sample.txt"
2596.857,-2,218.769,"expDetail","./sample.txt"
2596.867,-2,232.334,"expDetail","./sample.txt"
2596.877,-2,227.595,"expDetail","./sample.txt"
2596.888,-2,262.236,"expDetail","./sample.txt"
2596.897,-2,221.288,"expDetail","./sample.txt"
2596.907,-2,264.817,"expDetail","./sample.txt"
2596.916,-2,219.221,"expDetail","./sample.txt"
2596.926,-2,240.846,"expDetail","./sample.txt"
2596.936,-2,251.558,"expDetail","./sample.txt"
2596.946,-2,241.283,"expDetail","./sample.txt"
2596.956,-2,241.645,"expDetail","./sample.txt"
2596.965,-2,245.709,"expDetail","./sample.txt"
2596.975,-2,233.606,"expDetail","./sample.txt"
2596.986,-2,213.045,"expDetail","./sample.txt"
2596.996,-2,247.982,"expDetail","./sample.txt"
2597.005,-2,233.366,"expDetail","./sample.txt"
2597.015,-2,246.578,"expDetail","./sample.txt"
2597.025,-2,228.182,"expDetail","./sample.txt"
2597.035,-2,220.324,"expDetail","./sample.txt"
2597.044,-2,226.5,"expDetail","./sample.txt"
2597.054,-2,210.001,"expDetail","./sample.txt"
2597.064,-2,230.782,"expDetail","./sample.txt"
2597.074,-2,230.385,"expDetail","./sample.txt"
2597.084,-2,240.848,"expDetail","./sample.txt"
2597.094,-2,213.624,"expDetail","./sample.txt"
2597.106,-2,221.703,"expDetail","./sample.txt"
2597.115,-2,264.528,"expDetail","./sample.txt"
2597.124,-2,250.445,"expDetail","./sample.txt"
2597.133,-2,215.78,"expDetail","./sample.txt"
2597.143,-2,242.87,"expDetail","./sample.txt"
2597.153,-2,238.588,"expDetail","./sample.txt"
2597.164,-2,227.785,"expDetail","./sample.txt"
2597.173,-2,235.092,"expDetail","./sample.txt"
2597.183,-2,238.999,"expDetail","./sample.txt"
2597.193,-2,226.618,"expDetail","./sample.txt"
2597.203,-2,231.187,"expDetail","./sample.txt"
2597.212,-2,255.474,"expDetail","./sample.txt"
2597.222,-2,244.292,"expDetail","./sample.txt"
2597.232,-2,254.45,"expDetail","./sample.txt"
2597.242,-2,259.951,"expDetail","./sample.txt"
2597.252,-2,211.772,"expDetail","./sample.txt"
2597.262,-2,255.896,"expDetail","./sample.txt"
2597.272,-2,258.2,"expDetail","./sample.txt"
2597.282,-2,231.819,"expDetail","./sample.txt"
